npcid_XBXXZ	type_XBXXZ	name_XBXXZ	race_XBXXZ	level_XBXXZ	damage_XBXXZ	defence_XBXXZ	aspeed_XBXXZ	maxhp_XBXXZ	reputation_XBXXZ	deathreputation_XBXXZ	pkscore_XBXXZ	drop_XBXXZ
4594	2	黑暗恶魔	4	120	583443	0	120	7084665	1	100000	脖子洗干净了吗？	
4595	2	黑暗魅魔	1	120	612615	0	120	7438898	1	100000	脖子洗干净了吗？	
4596	2	黑暗魔姬	2	120	643246	0	120	7810843	1	100000	脖子洗干净了吗？	
4597	2	黑暗魔将	3	120	675408	0	120	8201385	1	100000	脖子洗干净了吗？	
4598	2	黑暗心魔	4	120	709179	0	120	8611455	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4599	2	黑暗天魔	1	120	744638	0	120	9042027	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4600	2	黑暗魔帅	2	120	781869	0	120	45210137	1	100000	不自量力的家伙，你是赶来送死的吗？	
4601	2	毁灭魔头	1	120	528000	0	120	6240000	1	100000	哈哈哈哈，来了个不要命的蝼蚁！	
4602	2	毁灭老魔	2	120	554400	0	120	6552000	1	100000	脖子洗干净了吗？	
4603	2	毁灭真魔	3	120	582120	0	120	6879600	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4604	2	毁灭恶魔	4	120	611226	0	120	7223580	1	100000	脖子洗干净了吗？	
4605	2	毁灭魅魔	1	120	641787	0	120	7584759	1	100000	脖子洗干净了吗？	
4606	2	毁灭魔姬	2	120	673877	0	120	7963997	1	100000	脖子洗干净了吗？	
4607	2	毁灭魔将	3	120	707570	0	120	8362197	1	100000	脖子洗干净了吗？	
4608	2	毁灭心魔	4	120	742949	0	120	8780307	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4609	2	毁灭天魔	1	120	780096	0	120	9219322	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4610	2	毁灭魔帅	2	120	819101	0	120	46096610	1	100000	不自量力的家伙，你是赶来送死的吗？	
4611	2	小魔界魔头	1	120	552000	0	120	6360000	1	100000	哈哈哈哈，来了个不要命的蝼蚁！	
4612	2	小魔界老魔	2	120	579600	0	120	6678000	1	100000	脖子洗干净了吗？	
4613	2	小魔界真魔	3	120	608580	0	120	7011900	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4614	2	小魔界恶魔	4	120	639009	0	120	7362495	1	100000	脖子洗干净了吗？	
4615	2	小魔界魅魔	1	120	670959	0	120	7730620	1	100000	脖子洗干净了吗？	
4616	2	小魔界魔姬	2	120	704507	0	120	8117151	1	100000	脖子洗干净了吗？	
4617	2	小魔界魔将	3	120	739733	0	120	8523008	1	100000	脖子洗干净了吗？	
4618	2	小魔界心魔	4	120	776719	0	120	8949159	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4619	2	小魔界天魔	1	120	815555	0	120	9396617	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4620	2	小魔界魔帅	2	120	856333	0	120	46983083	1	100000	不自量力的家伙，你是赶来送死的吗？	
4621	2	魔佛魔头	1	120	576000	0	120	6480000	1	100000	哈哈哈哈，来了个不要命的蝼蚁！	
4622	2	魔佛老魔	2	120	604800	0	120	6804000	1	100000	脖子洗干净了吗？	
4623	2	魔佛真魔	3	120	635040	0	120	7144200	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4624	2	魔佛恶魔	4	120	666792	0	120	7501410	1	100000	脖子洗干净了吗？	
4625	2	魔佛魅魔	1	120	700132	0	120	7876480	1	100000	脖子洗干净了吗？	
4626	2	魔佛魔姬	2	120	735138	0	120	8270305	1	100000	脖子洗干净了吗？	
4627	2	魔佛魔将	3	120	771895	0	120	8683820	1	100000	脖子洗干净了吗？	
4628	2	魔佛心魔	4	120	810490	0	120	9118011	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4629	2	魔佛天魔	1	120	851014	0	120	9573911	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4630	2	魔佛魔帅	2	120	893565	0	120	47869556	1	100000	不自量力的家伙，你是赶来送死的吗？	
4631	2	异度魔头	1	120	600000	0	120	6600000	1	100000	哈哈哈哈，来了个不要命的蝼蚁！	
4632	2	异度老魔	2	120	630000	0	120	6930000	1	100000	脖子洗干净了吗？	
4633	2	异度真魔	3	120	661500	0	120	7276500	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4634	2	异度恶魔	4	120	694575	0	120	7640325	1	100000	脖子洗干净了吗？	
4635	2	异度魅魔	1	120	729304	0	120	8022341	1	100000	脖子洗干净了吗？	
4636	2	异度魔姬	2	120	765769	0	120	8423458	1	100000	脖子洗干净了吗？	
4637	2	异度魔将	3	120	804057	0	120	8844631	1	100000	脖子洗干净了吗？	
4638	2	异度心魔	4	120	844260	0	120	9286863	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4639	2	异度天魔	1	120	886473	0	120	9751206	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4640	2	异度魔帅	2	120	930797	0	120	48756030	1	100000	不自量力的家伙，你是赶来送死的吗？	
4641	2	血魔界魔头	1	120	624000	0	120	6720000	1	100000	哈哈哈哈，来了个不要命的蝼蚁！	
4642	2	血魔界老魔	2	120	655200	0	120	7056000	1	100000	脖子洗干净了吗？	
4643	2	血魔界真魔	3	120	687960	0	120	7408800	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4644	2	血魔界恶魔	4	120	722358	0	120	7779240	1	100000	脖子洗干净了吗？	
4645	2	血魔界魅魔	1	120	758476	0	120	8168202	1	100000	脖子洗干净了吗？	
4646	2	血魔界魔姬	2	120	796400	0	120	8576612	1	100000	脖子洗干净了吗？	
4647	2	血魔界魔将	3	120	836220	0	120	9005443	1	100000	脖子洗干净了吗？	
4648	2	血魔界心魔	4	120	878031	0	120	9455715	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4649	2	血魔界天魔	1	120	921932	0	120	9928501	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4650	2	血魔界魔帅	2	120	968029	0	120	49642503	1	100000	不自量力的家伙，你是赶来送死的吗？	
4651	2	天魔界魔头	1	120	648000	0	120	6840000	1	100000	哈哈哈哈，来了个不要命的蝼蚁！	
4652	2	天魔界老魔	2	120	680400	0	120	7182000	1	100000	脖子洗干净了吗？	
4653	2	天魔界真魔	3	120	714420	0	120	7541100	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4654	2	天魔界恶魔	4	120	750141	0	120	7918155	1	100000	脖子洗干净了吗？	
4655	2	天魔界魅魔	1	120	787648	0	120	8314063	1	100000	脖子洗干净了吗？	
4656	2	天魔界魔姬	2	120	827030	0	120	8729766	1	100000	脖子洗干净了吗？	
4657	2	天魔界魔将	3	120	868382	0	120	9166254	1	100000	脖子洗干净了吗？	
4658	2	天魔界心魔	4	120	911801	0	120	9624567	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4659	2	天魔界天魔	1	120	957391	0	120	10105795	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4660	2	天魔界魔帅	2	120	1005261	0	120	50528976	1	100000	不自量力的家伙，你是赶来送死的吗？	
4661	2	魔神界魔头	1	120	672000	0	120	6960000	1	100000	哈哈哈哈，来了个不要命的蝼蚁！	
4662	2	魔神界老魔	2	120	705600	0	120	7308000	1	100000	脖子洗干净了吗？	
4663	2	魔神界真魔	3	120	740880	0	120	7673400	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4664	2	魔神界恶魔	4	120	777924	0	120	8057070	1	100000	脖子洗干净了吗？	
4665	2	魔神界魅魔	1	120	816820	0	120	8459924	1	100000	脖子洗干净了吗？	
4666	2	魔神界魔姬	2	120	857661	0	120	8882920	1	100000	脖子洗干净了吗？	
4667	2	魔神界魔将	3	120	900544	0	120	9327066	1	100000	脖子洗干净了吗？	
4668	2	魔神界心魔	4	120	945571	0	120	9793419	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4669	2	魔神界天魔	1	120	992850	0	120	10283090	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4670	2	魔神界魔帅	2	120	1042493	0	120	51415449	1	100000	不自量力的家伙，你是赶来送死的吗？	
5001	1	梵度天小妖	1	101	45000	0	146	1944000	1	146	不要命的话，你就来吧！	54:15-20:10000:1;38:50-51:10000:1;11:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5002	1	玉隆天小妖	1	101	49800	0	147	1959000	1	147	不自量力的家伙，你是赶来送死的吗？	54:15-20:10000:1;38:48-54:10000:1;11:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5003	1	妙成天小妖	1	101	54600	0	148	1974000	1	148	调头吧，给自己留一条活路！	54:15-20:10000:1;38:48-54:10000:1;11:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5004	1	无思天小妖	1	101	59400	0	149	1989000	1	149	真动起手来，你可就没后悔的机会了！	54:15-20:10000:1;38:48-54:10000:1;11:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5005	1	元载天小妖	1	101	64200	0	150	2004000	1	150	别逼我，我发起火来，自己都害怕！	54:15-20:10000:1;38:48-54:10000:1;11:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5006	1	灵明天小妖	1	101	69000	0	151	2019000	1	151	别惹我，我也是敢拼命的！	54:15-20:10000:1;38:49-55:10000:1;11:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5007	1	赤明天小妖	1	101	73800	0	152	2034000	1	152	不要欺人太甚！妖也是有火气的！	54:15-20:10000:1;38:49-55:10000:1;11:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5008	1	太安天小妖	1	101	78600	0	153	2049000	1	153	咱们就不能好好谈谈吗？动手有意思吗？	54:15-20:10000:1;38:49-55:10000:1;11:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5009	1	荣华天小妖	1	101	83400	0	154	2064000	1	154	你厉害，这总可以了吧！别打了！	54:15-20:10000:1;38:49-55:10000:1;11:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5010	1	玄明天小妖	1	101	88200	0	155	2079000	1	155	别杀我，我爷爷是大妖王	54:15-20:10000:1;38:49-55:10000:1;11:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5011	1	玄胎天小妖	1	101	93000	0	156	2094000	1	156	别动手，有话好好说！	54:15-20:10000:1;38:49-55:10000:1;11:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5012	1	太明天小妖	1	101	97800	0	157	2109000	1	157	给我个机会，我也想做个好妖！	54:15-20:10000:1;38:50-56:10000:1;11:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5013	1	太黄天小妖	1	101	102600	0	158	2124000	1	158	上仙饶命，放过的小的一马！	54:15-20:10000:1;38:50-56:10000:1;11:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5014	1	大罗天小妖	1	101	107400	0	159	2139000	1	159	上仙饶命！上仙饶命！上仙饶命！	54:15-20:10000:1;38:53-59:10000:1;12:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5015	1	始皇天小妖	1	101	112200	0	160	2154000	1	160	呜呜呜……饶命啊！	54:15-20:10000:1;38:53-59:10000:1;12:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5016	1	极风天小妖	1	101	117000	0	161	2169000	1	161	说吧，你打算在自己的墓碑上刻上什么字？	54:15-20:10000:1;38:54-60:10000:1;12:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5017	1	光明天小妖	1	101	121800	0	162	2184000	1	162	脖子洗干净了吗？	54:15-20:10000:1;38:54-60:10000:1;12:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5018	1	虚无天小妖	1	101	126600	0	163	2199000	1	163	哈哈哈！你是来送死的吗？	54:15-20:10000:1;38:54-60:10000:1;12:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5019	1	七曜天小妖	1	101	131400	0	164	2214000	1	164	哈哈哈哈，来了个不要命的蝼蚁！	54:15-20:10000:1;38:54-60:10000:1;12:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5020	1	皇笳天小妖	1	101	136200	0	165	2229000	1	165	呵呵~你敢动手试试？	54:15-20:10000:1;38:58-64:10000:1;13:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5021	1	太皇天小妖	1	120	141000	0	166	2244000	1	166	不要命的话，你就来吧！	54:15-20:10000:1;38:58-64:10000:1;13:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5022	1	太极天小妖	1	120	145800	0	167	2259000	1	167	不自量力的家伙，你是赶来送死的吗？	54:15-20:10000:1;38:58-64:10000:1;13:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5023	1	玄武天小妖	1	120	150600	0	168	2274000	1	168	调头吧，给自己留一条活路！	54:15-20:10000:1;38:61-67:10000:1;14:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5024	1	朱雀天小妖	1	120	155400	0	169	2289000	1	169	真动起手来，你可就没后悔的机会了！	54:15-20:10000:1;38:62-68:10000:1;14:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5025	1	白虎天小妖	1	120	160200	0	170	2304000	1	170	别逼我，我发起火来，自己都害怕！	54:15-20:10000:1;38:62-68:10000:1;14:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5026	1	青龙天小妖	1	120	165000	0	171	2319000	1	171	别惹我，我也是敢拼命的！	54:15-20:10000:1;38:62-68:10000:1;14:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5027	1	大焚天小妖	1	120	169800	0	172	2334000	1	172	不要欺人太甚！妖也是有火气的！	54:15-20:10000:1;38:65-71:10000:1;15:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5028	1	东极天小妖	1	120	174600	0	173	2349000	1	173	咱们就不能好好谈谈吗？动手有意思吗？	54:15-20:10000:1;38:76-82:10000:1;15:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5029	1	西极天小妖	1	120	179400	0	174	2364000	1	174	你厉害，这总可以了吧！别打了！	54:15-20:10000:1;38:76-82:10000:1;15:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5030	1	南极天小妖	1	120	184200	0	175	2379000	1	175	别杀我，我爷爷是大妖王	54:15-20:10000:1;38:76-82:10000:1;15:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5031	1	北极天小妖	1	120	189000	0	176	2394000	1	176	别动手，有话好好说！	54:15-20:10000:1;38:76-82:10000:1;15:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5032	1	皇地祇小妖	1	120	193800	0	177	2409000	1	177	给我个机会，我也想做个好妖！	54:15-20:10000:1;38:76-82:10000:1;15:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5033	1	玉皇天小妖	1	120	198600	0	178	2424000	1	178	上仙饶命，放过的小的一马！	54:15-20:10000:1;38:80-86:10000:1;15:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5034	1	枉死地狱小妖	1	120	121800	0	179	2439000	1	179	上仙饶命！上仙饶命！上仙饶命！	54:15-20:10000:1;38:57-63:10000:1;13:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5035	1	火山地狱小妖	1	120	126600	0	180	2454000	1	180	呜呜呜……饶命啊！	54:15-20:10000:1;38:57-63:10000:1;13:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5036	1	白骨地狱小妖	1	120	131400	0	181	2469000	1	181	说吧，你打算在自己的墓碑上刻上什么字？	54:15-20:10000:1;38:57-63:10000:1;13:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5037	1	乱魂地狱小妖	1	120	136200	0	182	2484000	1	182	脖子洗干净了吗？	54:15-20:10000:1;38:58-64:10000:1;13:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5038	1	黑绳地狱小妖	1	120	141000	0	183	2499000	1	183	哈哈哈！你是来送死的吗？	54:15-20:10000:1;38:61-67:10000:1;14:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5039	1	寂静地狱小妖	1	120	145800	0	184	2514000	1	184	哈哈哈哈，来了个不要命的蝼蚁！	54:15-20:10000:1;38:61-67:10000:1;14:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5040	1	血莲地狱小妖	1	120	150600	0	185	2529000	1	185	呵呵~你敢动手试试？	54:15-20:10000:1;38:61-67:10000:1;14:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5041	1	血池地狱小妖	1	120	155400	0	186	2544000	1	186	不要命的话，你就来吧！	54:15-20:10000:1;38:62-68:10000:1;14:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5042	1	哀嚎地狱小妖	1	120	160200	0	187	2559000	1	187	不自量力的家伙，你是赶来送死的吗？	54:15-20:10000:1;38:62-68:10000:1;14:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5043	1	阴灵地狱小妖	1	120	165000	0	188	2574000	1	188	调头吧，给自己留一条活路！	54:15-20:10000:1;38:62-68:10000:1;14:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5044	1	怨魂地狱小妖	1	120	169800	0	189	2589000	1	189	真动起手来，你可就没后悔的机会了！	54:15-20:10000:1;38:62-68:10000:1;14:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5045	1	冥冬地狱小妖	1	120	174600	0	190	2604000	1	190	别逼我，我发起火来，自己都害怕！	54:15-20:10000:1;38:66-72:10000:1;15:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5046	1	永夜地狱小妖	1	120	179400	0	191	2619000	1	191	别惹我，我也是敢拼命的！	54:15-20:10000:1;38:66-72:10000:1;15:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5047	1	寒冰地狱小妖	1	120	184200	0	192	2634000	1	192	不要欺人太甚！妖也是有火气的！	54:15-20:10000:1;38:69-75:10000:1;15:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5048	1	阿鼻地狱小妖	1	120	189000	0	193	2649000	1	193	咱们就不能好好谈谈吗？动手有意思吗？	54:15-20:10000:1;38:73-79:10000:1;15:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5049	1	阴阳地狱小妖	1	120	193800	0	194	2664000	1	194	你厉害，这总可以了吧！别打了！	54:15-20:10000:1;38:73-79:10000:1;15:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5050	1	红莲地狱小妖	1	120	198600	0	195	2679000	1	195	别杀我，我爷爷是大妖王	54:15-20:10000:1;38:76-82:10000:1;15:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5051	1	青莲地狱小妖	1	120	203400	0	196	2694000	1	196	别动手，有话好好说！	54:15-20:10000:1;38:77-83:10000:1;15:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5052	1	无间炼狱小妖	1	120	208200	0	197	2709000	1	197	给我个机会，我也想做个好妖！	54:15-20:10000:1;38:80-86:10000:1;15:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5053	1	剧毒魔界小妖	1	120	174600	0	198	2724000	1	198	上仙饶命，放过的小的一马！	54:15-20:10000:1;38:61-67:10000:1;14:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5054	1	火焰魔界小妖	1	120	179400	0	199	2739000	1	199	上仙饶命！上仙饶命！上仙饶命！	54:15-20:10000:1;38:65-71:10000:1;15:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5055	1	诅咒魔界小妖	1	120	184200	0	200	2754000	1	200	呜呜呜……饶命啊！	54:15-20:10000:1;38:65-71:10000:1;15:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5056	1	恐惧魔界小妖	1	120	189000	0	201	2769000	1	201	说吧，你打算在自己的墓碑上刻上什么字？	54:15-20:10000:1;38:65-71:10000:1;15:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5057	1	深渊魔界小妖	1	120	193800	0	202	2784000	1	202	脖子洗干净了吗？	54:15-20:10000:1;38:69-75:10000:1;15:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5058	1	欲界小妖	1	120	198600	0	203	2799000	1	203	哈哈哈！你是来送死的吗？	54:15-20:10000:1;38:72-78:10000:1;15:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5059	1	极乐界小妖	1	120	203400	0	204	2814000	1	204	哈哈哈哈，来了个不要命的蝼蚁！	54:15-20:10000:1;38:72-78:10000:1;15:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5060	1	黑暗魔界小妖	1	120	208200	0	205	2829000	1	205	呵呵~你敢动手试试？	54:15-20:10000:1;38:73-79:10000:1;15:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
