mapid_XBXXZ	level_XBXXZ	Title_XBXXZ	Npc_XBXXZ	Power_XBXXZ	Merit_XBXXZ
1080	18	剧毒.文曲星君	7684	53	114
1080	19	剧毒.武曲星君	7685	53	116
1080	20	剧毒.益算星君	7686	53	118
1080	21	剧毒.贪狼星君	7687	53	120
1080	22	剧毒.司命星君	7688	53	122
1080	23	剧毒.破军星君	7689	53	124
1081	11	火焰.廉贞星君	7690	54	120
1081	12	火焰.禄存星君	7691	54	122
1081	13	火焰.巨门星君	7692	54	124
1081	14	火焰.度厄星君	7693	54	126
1081	15	火焰.司禄星君	7694	54	128
1081	16	火焰.延寿星君	7695	54	130
1081	17	火焰.上生星君	7696	54	132
1081	18	火焰.文曲星君	7697	54	134
1081	19	火焰.武曲星君	7698	54	136
1081	20	火焰.益算星君	7699	54	138
1081	21	火焰.贪狼星君	7700	54	140
1081	22	火焰.司命星君	7701	54	142
1081	23	火焰.破军星君	7702	54	144
1082	11	诅咒.廉贞星君	7703	55	123
1082	12	诅咒.禄存星君	7704	55	125
1082	13	诅咒.巨门星君	7705	55	127
1082	14	诅咒.度厄星君	7706	55	129
1082	15	诅咒.司禄星君	7707	55	131
1082	16	诅咒.延寿星君	7708	55	133
1082	17	诅咒.上生星君	7709	55	135
1082	18	诅咒.文曲星君	7710	55	137
1082	19	诅咒.武曲星君	7711	55	139
1082	20	诅咒.益算星君	7712	55	141
1082	21	诅咒.贪狼星君	7713	55	143
1082	22	诅咒.司命星君	7714	55	145
1082	23	诅咒.破军星君	7715	55	147
1083	11	恐惧.廉贞星君	7716	56	126
1083	12	恐惧.禄存星君	7717	56	128
1083	13	恐惧.巨门星君	7718	56	130
1083	14	恐惧.度厄星君	7719	56	132
1083	15	恐惧.司禄星君	7720	56	134
1083	16	恐惧.延寿星君	7721	56	136
1083	17	恐惧.上生星君	7722	56	138
1083	18	恐惧.文曲星君	7723	56	140
1083	19	恐惧.武曲星君	7724	56	142
1083	20	恐惧.益算星君	7725	56	144
1083	21	恐惧.贪狼星君	7726	56	146
1083	22	恐惧.司命星君	7727	56	148
1083	23	恐惧.破军星君	7728	56	150
1084	11	深渊.廉贞星君	7729	57	140
1084	12	深渊.禄存星君	7730	57	142
1084	13	深渊.巨门星君	7731	57	144
1084	14	深渊.度厄星君	7732	57	146
1084	15	深渊.司禄星君	7733	57	148
1084	16	深渊.延寿星君	7734	57	150
1084	17	深渊.上生星君	7735	57	152
1084	18	深渊.文曲星君	7736	57	154
1084	19	深渊.武曲星君	7737	57	156
1084	20	深渊.益算星君	7738	57	158
1084	21	深渊.贪狼星君	7739	57	160
1084	22	深渊.司命星君	7740	57	162
1084	23	深渊.破军星君	7741	57	164
1085	11	欲界.廉贞星君	7742	58	160
1085	12	欲界.禄存星君	7743	58	162
1085	13	欲界.巨门星君	7744	58	164
1085	14	欲界.度厄星君	7745	58	166
1085	15	欲界.司禄星君	7746	58	168
1085	16	欲界.延寿星君	7747	58	170
1085	17	欲界.上生星君	7748	58	172
1085	18	欲界.文曲星君	7749	58	174
1085	19	欲界.武曲星君	7750	58	176
1085	20	欲界.益算星君	7751	58	178
1085	21	欲界.贪狼星君	7752	58	180
1085	22	欲界.司命星君	7753	58	182
1085	23	欲界.破军星君	7754	58	184
1086	11	极乐.廉贞星君	7755	59	163
1086	12	极乐.禄存星君	7756	59	165
1086	13	极乐.巨门星君	7757	59	167
1086	14	极乐.度厄星君	7758	59	169
1086	15	极乐.司禄星君	7759	59	171
1086	16	极乐.延寿星君	7760	59	173
1086	17	极乐.上生星君	7761	59	175
1086	18	极乐.文曲星君	7762	59	177
1086	19	极乐.武曲星君	7763	59	179
1086	20	极乐.益算星君	7764	59	181
1086	21	极乐.贪狼星君	7765	59	183
1086	22	极乐.司命星君	7766	59	185
1086	23	极乐.破军星君	7767	59	187
1087	11	黑暗.廉贞星君	7768	60	166
1087	12	黑暗.禄存星君	7769	60	168
1087	13	黑暗.巨门星君	7770	60	170
1087	14	黑暗.度厄星君	7771	60	172
1087	15	黑暗.司禄星君	7772	60	174
1087	16	黑暗.延寿星君	7773	60	176
1087	17	黑暗.上生星君	7774	60	178
1087	18	黑暗.文曲星君	7775	60	180
1087	19	黑暗.武曲星君	7776	60	182
1087	20	黑暗.益算星君	7777	60	184
1087	21	黑暗.贪狼星君	7778	60	186
1087	22	黑暗.司命星君	7779	60	188
1087	23	黑暗.破军星君	7780	60	190
1088	11	毁灭.廉贞星君	7781	61	170
1088	12	毁灭.禄存星君	7782	61	172
1088	13	毁灭.巨门星君	7783	61	174
1088	14	毁灭.度厄星君	7784	61	176
1088	15	毁灭.司禄星君	7785	61	178
1088	16	毁灭.延寿星君	7786	61	180
1088	17	毁灭.上生星君	7787	61	182
1088	18	毁灭.文曲星君	7788	61	184
1088	19	毁灭.武曲星君	7789	61	186
1088	20	毁灭.益算星君	7790	61	188
1088	21	毁灭.贪狼星君	7791	61	190
1088	22	毁灭.司命星君	7792	61	192
1088	23	毁灭.破军星君	7793	61	194
1089	11	小魔界.廉贞星君	7794	62	180
1089	12	小魔界.禄存星君	7795	62	182
1089	13	小魔界.巨门星君	7796	62	184
1089	14	小魔界.度厄星君	7797	62	186
1089	15	小魔界.司禄星君	7798	62	188
1089	16	小魔界.延寿星君	7799	62	190
1089	17	小魔界.上生星君	7800	62	192
1089	18	小魔界.文曲星君	7801	62	194
1089	19	小魔界.武曲星君	7802	62	196
1089	20	小魔界.益算星君	7803	62	198
1089	21	小魔界.贪狼星君	7804	62	200
1089	22	小魔界.司命星君	7805	62	202
1089	23	小魔界.破军星君	7806	62	204
1090	11	魔佛.廉贞星君	7807	63	183
1090	12	魔佛.禄存星君	7808	63	185
1090	13	魔佛.巨门星君	7809	63	187
1090	14	魔佛.度厄星君	7810	63	189
1090	15	魔佛.司禄星君	7811	63	191
1090	16	魔佛.延寿星君	7812	63	193
1090	17	魔佛.上生星君	7813	63	195
1090	18	魔佛.文曲星君	7814	63	197
1090	19	魔佛.武曲星君	7815	63	199
1090	20	魔佛.益算星君	7816	63	201
1090	21	魔佛.贪狼星君	7817	63	203
1090	22	魔佛.司命星君	7818	63	205
1090	23	魔佛.破军星君	7819	63	207
1091	11	异度.廉贞星君	7820	64	186
1091	12	异度.禄存星君	7821	64	188
1091	13	异度.巨门星君	7822	64	190
1091	14	异度.度厄星君	7823	64	192
1091	15	异度.司禄星君	7824	64	194
1091	16	异度.延寿星君	7825	64	196
1091	17	异度.上生星君	7826	64	198
1091	18	异度.文曲星君	7827	64	200
1091	19	异度.武曲星君	7828	64	202
1091	20	异度.益算星君	7829	64	204
1091	21	异度.贪狼星君	7830	64	206
1091	22	异度.司命星君	7831	64	208
1091	23	异度.破军星君	7832	64	210
1092	11	血魔.廉贞星君	7833	65	190
1092	12	血魔.禄存星君	7834	65	192
1092	13	血魔.巨门星君	7835	65	194
1092	14	血魔.度厄星君	7836	65	196
1092	15	血魔.司禄星君	7837	65	198
1092	16	血魔.延寿星君	7838	65	200
1092	17	血魔.上生星君	7839	65	202
1092	18	血魔.文曲星君	7840	65	204
1092	19	血魔.武曲星君	7841	65	206
1092	20	血魔.益算星君	7842	65	208
1092	21	血魔.贪狼星君	7843	65	210
1092	22	血魔.司命星君	7844	65	212
1092	23	血魔.破军星君	7845	65	214
1093	11	天魔.廉贞星君	7846	66	193
1093	12	天魔.禄存星君	7847	66	195
1093	13	天魔.巨门星君	7848	66	197
1093	14	天魔.度厄星君	7849	66	199
1093	15	天魔.司禄星君	7850	66	201
1093	16	天魔.延寿星君	7851	66	203
1093	17	天魔.上生星君	7852	66	205
1093	18	天魔.文曲星君	7853	66	207
1093	19	天魔.武曲星君	7854	66	209
1093	20	天魔.益算星君	7855	66	211
1093	21	天魔.贪狼星君	7856	66	213
1093	22	天魔.司命星君	7857	66	215
1093	23	天魔.破军星君	7858	66	217
1094	11	魔神.廉贞星君	7859	67	200
1094	12	魔神.禄存星君	7860	67	202
1094	13	魔神.巨门星君	7861	67	204
1094	14	魔神.度厄星君	7862	67	206
1094	15	魔神.司禄星君	7863	67	208
1094	16	魔神.延寿星君	7864	67	210
1094	17	魔神.上生星君	7865	67	212
1094	18	魔神.文曲星君	7866	67	214
1094	19	魔神.武曲星君	7867	67	216
1094	20	魔神.益算星君	7868	67	218
1094	21	魔神.贪狼星君	7869	67	220
1094	22	魔神.司命星君	7870	67	222
1094	23	魔神.破军星君	7871	67	224
