level_XBXXZ	neednum_XBXXZ	damage_XBXXZ	defence_XBXXZ	maxhp_XBXXZ	bang_XBXXZ	dodge_XBXXZ	itemid_XBXXZ	text_XBXXZ
240	2					520	2940	茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}！同时领悟出了一套新的功法：《{4}》
241	2	530						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
242	2		530					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
243	2			5300				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
244	2				530			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
245	2					530		茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
246	2	540						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
247	2		540					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
248	2			5400				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
249	2				540			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
250	2					540		茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
251	2	550						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
252	2		550					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
253	2			5500				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
254	2				550			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
255	2					550	2941	茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}！同时领悟出了一套新的功法：《{4}》
256	2	560						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
257	2		560					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
258	2			5600				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
259	2				560			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
260	2					560		茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
261	2	570						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
262	2		570					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
263	2			5700				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
264	2				570			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
265	2					570		茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
266	2	580						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
267	2		580					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
268	2			5800				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
269	2				580			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
270	2					580	2942	茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}！同时领悟出了一套新的功法：《{4}》
271	2	590						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
272	2		590					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
273	2			5900				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
274	2				590			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
275	2					590		茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
276	2	600						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
277	2		600					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
278	2			6000				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
279	2				600			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
280	2					600		茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
281	2	610						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
282	2		610					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
283	2			6100				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
284	2				610			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
285	2					610	2943	茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}！同时领悟出了一套新的功法：《{4}》
286	2	620						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
287	2		620					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
288	2			6200				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
289	2				620			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
290	2					620		茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
291	2	630						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
292	2		630					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
293	2			6300				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
294	2				630			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
295	2					630		茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
296	2	640						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
297	2		640					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
298	2			6400				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
299	2				640			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
300	2					640	2944	茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}！同时领悟出了一套新的功法：《{4}》
301	2	650						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
302	2		650					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
303	2			6500				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
304	2				650			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
305	2					650		茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
306	2	660						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
307	2		660					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
308	2			6600				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
309	2				660			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
310	2					660		茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
311	2	670						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
312	2		670					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
313	2			6700				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
314	2				670			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
315	2					670	2945	茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}！同时领悟出了一套新的功法：《{4}》
316	2	680						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
317	2		680					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
318	2			6800				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
319	2				680			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
320	2					680		茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
321	2	690						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
322	2		690					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
323	2			6900				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
324	2				690			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
325	2					690		茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
326	2	700						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
327	2		700					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
328	2			7000				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
329	2				700			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
330	2					700	2946	茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}！同时领悟出了一套新的功法：《{4}》
331	2	710						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
332	2		710					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
333	2			7100				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
334	2				710			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
335	2					710		茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
336	2	720						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
337	2		720					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
338	2			7200				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
339	2				720			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
340	2					720		茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
341	2	730						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
342	2		730					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
343	2			7300				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
344	2				730			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
345	2					730	2947	茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}！同时领悟出了一套新的功法：《{4}》
346	2	740						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
347	2		740					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
348	2			7400				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
349	2				740			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
350	2					740		茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
351	2	750						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
352	2		750					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
353	2			7500				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
354	2				750			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
355	2					750		茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
356	2	760						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
357	2		760					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
358	2			7600				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
359	2				760			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
360	2					760	2948	茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}！同时领悟出了一套新的功法：《{4}》
