ID_XBXXZ	Name_XBXXZ	Level_XBXXZ	Type_XBXXZ	MaxNum_XBXXZ	Quality_XBXXZ	AutoSell_XBXXZ	Use_XBXXZ	BuyPrice_XBXXZ	GoldPrice_XBXXZ	GongDe_XBXXZ	Recovery_XBXXZ	Desc_XBXXZ	Legend_XBXXZ	Icon_XBXXZ	MinAttack_XBXXZ	MaxAttack_XBXXZ	MinDefence_XBXXZ	MaxDefence_XBXXZ	MinWAttack_XBXXZ	MaxWAttack_XBXXZ	MinMAttack_XBXXZ	MaxMAttack_XBXXZ	MinGAttack_XBXXZ	MaxGAttack_XBXXZ	MinPAttack_XBXXZ	MaxPAttack_XBXXZ	MinDodge_XBXXZ	MaxDodge_XBXXZ	MinBang_XBXXZ	MaxBang_XBXXZ	MinASpeed_XBXXZ	MaxASpeed_XBXXZ	MinMSpeed_XBXXZ	MaxMSpeed_XBXXZ	MinAntiMine_XBXXZ	MaxAntiMine_XBXXZ	Body_XBXXZ	Soul_XBXXZ	UseLimit_XBXXZ
2612	血河心法		10	1	7		1		200	2000	35	使用后，可以学到功法：《血河心法》。使用功法，不消耗技能点！此功法增加：防御！		157	612																								
2613	烈焰心法		10	1	7		1		200	2000	35	使用后，可以学到功法：《烈焰心法》。使用功法，不消耗技能点！此功法增加：防御！		157	613																								
2614	玲珑心法		10	1	7		1		200	2000	35	使用后，可以学到功法：《玲珑心法》。使用功法，不消耗技能点！此功法增加：防御！		157	614																								
2615	太上心法		10	1	7		1		200	2000	35	使用后，可以学到功法：《太上心法》。使用功法，不消耗技能点！此功法增加：防御！		157	615																								
2616	阴罗诀		10	1	6		1		150	1500	30	使用后，可以学到功法：《阴罗诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	616																								
2617	罗刹诀		10	1	6		1		150	1500	30	使用后，可以学到功法：《罗刹诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	617																								
2618	七曜诀		10	1	6		1		150	1500	30	使用后，可以学到功法：《七曜诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	618																								
2619	虹月诀		10	1	6		1		150	1500	30	使用后，可以学到功法：《虹月诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	619																								
2620	无量诀		10	1	6		1	30000			30	使用后，可以学到功法：《无量诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	620																								
2621	星月诀		10	1	6		1	30000			30	使用后，可以学到功法：《星月诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	621																								
2622	朝天诀		10	1	6		1	30000			30	使用后，可以学到功法：《朝天诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	622																								
2623	问道诀		10	1	6		1		150	1500	30	使用后，可以学到功法：《问道诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	623																								
2624	清虚诀		10	1	6		1		150	1500	30	使用后，可以学到功法：《清虚诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	624																								
2625	剑符诀		10	1	6		1		150	1500	30	使用后，可以学到功法：《剑符诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	625																								
2626	御灵诀		10	1	6		1		150	1500	30	使用后，可以学到功法：《御灵诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	626																								
2627	鬼灵诀		10	1	6		1		150	1500	30	使用后，可以学到功法：《鬼灵诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	627																								
2628	迷月诀		10	1	6		1		150	1500	30	使用后，可以学到功法：《迷月诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	628																								
2629	圣水诀		10	1	6		1		150	1500	30	使用后，可以学到功法：《圣水诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	629																								
2630	万花诀		10	1	7		1		200	2000	35	使用后，可以学到功法：《万花诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	630																								
2631	天星诀		10	1	7		1		200	2000	35	使用后，可以学到功法：《天星诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	631																								
2632	血魂诀		10	1	7		1		200	2000	35	使用后，可以学到功法：《血魂诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	632																								
2633	飞羽诀		10	1	7		1	50000			35	使用后，可以学到功法：《飞羽诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	633																								
2634	千面诀		10	1	7		1	50000			35	使用后，可以学到功法：《千面诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	634																								
2635	两仪诀		10	1	7		1		200	2000	35	使用后，可以学到功法：《两仪诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	635																								
2636	灵虚诀		10	1	7		1		200	2000	35	使用后，可以学到功法：《灵虚诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	636																								
2637	血河诀		10	1	7		1		200	2000	35	使用后，可以学到功法：《血河诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	637																								
2638	烈焰诀		10	1	7		1		200	2000	35	使用后，可以学到功法：《烈焰诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	638																								
2639	玲珑诀		10	1	7		1		200	2000	35	使用后，可以学到功法：《玲珑诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	639																								
2640	太上诀		10	1	7		1		200	2000	35	使用后，可以学到功法：《太上诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	640																								
2641	阴罗遁术		10	1	6		1	30000			30	使用后，可以学到功法：《阴罗遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	641																								
2642	罗刹遁术		10	1	6		1	30000			30	使用后，可以学到功法：《罗刹遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	642																								
2643	七曜遁术		10	1	6		1	30000			30	使用后，可以学到功法：《七曜遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	643																								
2644	虹月遁术		10	1	6		1	30000			30	使用后，可以学到功法：《虹月遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	644																								
2645	无量遁术		10	1	6		1	30000			30	使用后，可以学到功法：《无量遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	645																								
2646	星月遁术		10	1	6		1	30000			30	使用后，可以学到功法：《星月遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	646																								
2647	朝天遁术		10	1	6		1	30000			30	使用后，可以学到功法：《朝天遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	647																								
2648	问道遁术		10	1	6		1	30000			30	使用后，可以学到功法：《问道遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	648																								
2649	清虚遁术		10	1	6		1	30000			30	使用后，可以学到功法：《清虚遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	649																								
2650	剑符遁术		10	1	6		1	30000			30	使用后，可以学到功法：《剑符遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	650																								
2651	御灵遁术		10	1	6		1	30000			30	使用后，可以学到功法：《御灵遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	651																								
2652	鬼灵遁术		10	1	6		1	30000			30	使用后，可以学到功法：《鬼灵遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	652																								
2653	迷月遁术		10	1	6		1	30000			30	使用后，可以学到功法：《迷月遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	653																								
2654	圣水遁术		10	1	6		1	30000			30	使用后，可以学到功法：《圣水遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	654																								
2655	万花遁术		10	1	7		1	50000			35	使用后，可以学到功法：《万花遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	655																								
2656	天星遁术		10	1	7		1	50000			35	使用后，可以学到功法：《天星遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	656																								
2657	血魂遁术		10	1	7		1	50000			35	使用后，可以学到功法：《血魂遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	657																								
2658	飞羽遁术		10	1	7		1	50000			35	使用后，可以学到功法：《飞羽遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	658																								
2659	千面遁术		10	1	7		1	50000			35	使用后，可以学到功法：《千面遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	659																								
2660	两仪遁术		10	1	7		1	50000			35	使用后，可以学到功法：《两仪遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	660																								
2661	灵虚遁术		10	1	7		1	50000			35	使用后，可以学到功法：《灵虚遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	661																								
2662	血河遁术		10	1	7		1	50000			35	使用后，可以学到功法：《血河遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	662																								
2663	烈焰遁术		10	1	7		1	50000			35	使用后，可以学到功法：《烈焰遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	663																								
2664	玲珑遁术		10	1	7		1	50000			35	使用后，可以学到功法：《玲珑遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	664																								
2665	太上遁术		10	1	7		1	50000			35	使用后，可以学到功法：《太上遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	665																								
2666	阴罗身法		10	1	6		1	30000			30	使用后，可以学到功法：《阴罗身法》。使用功法，不消耗技能点！此功法增加：闪避！		162	666																								
2667	罗刹身法		10	1	6		1	30000			30	使用后，可以学到功法：《罗刹身法》。使用功法，不消耗技能点！此功法增加：闪避！		162	667																								
2668	七曜身法		10	1	6		1	30000			30	使用后，可以学到功法：《七曜身法》。使用功法，不消耗技能点！此功法增加：闪避！		162	668																								
2669	虹月身法		10	1	6		1	30000			30	使用后，可以学到功法：《虹月身法》。使用功法，不消耗技能点！此功法增加：闪避！		162	669																								
2670	无量身法		10	1	6		1	30000			30	使用后，可以学到功法：《无量身法》。使用功法，不消耗技能点！此功法增加：闪避！		162	670																								
2671	星月身法		10	1	6		1	30000			30	使用后，可以学到功法：《星月身法》。使用功法，不消耗技能点！此功法增加：闪避！		162	671																								
2672	朝天身法		10	1	6		1	30000			30	使用后，可以学到功法：《朝天身法》。使用功法，不消耗技能点！此功法增加：闪避！		162	672																								
2673	问道身法		10	1	6		1	30000			30	使用后，可以学到功法：《问道身法》。使用功法，不消耗技能点！此功法增加：闪避！		162	673																								
2674	清虚身法		10	1	6		1	30000			30	使用后，可以学到功法：《清虚身法》。使用功法，不消耗技能点！此功法增加：闪避！		162	674																								
2675	剑符身法		10	1	6		1	30000			30	使用后，可以学到功法：《剑符身法》。使用功法，不消耗技能点！此功法增加：闪避！		162	675																								
2676	御灵身法		10	1	6		1	30000			30	使用后，可以学到功法：《御灵身法》。使用功法，不消耗技能点！此功法增加：闪避！		162	676																								
2677	鬼灵身法		10	1	6		1	30000			30	使用后，可以学到功法：《鬼灵身法》。使用功法，不消耗技能点！此功法增加：闪避！		162	677																								
2678	迷月身法		10	1	6		1	30000			30	使用后，可以学到功法：《迷月身法》。使用功法，不消耗技能点！此功法增加：闪避！		162	678																								
2679	圣水身法		10	1	6		1	30000			30	使用后，可以学到功法：《圣水身法》。使用功法，不消耗技能点！此功法增加：闪避！		162	679																								
2680	万花身法		10	1	7		1	50000			35	使用后，可以学到功法：《万花身法》。使用功法，不消耗技能点！此功法增加：闪避！		162	680																								
2681	天星身法		10	1	7		1	50000			35	使用后，可以学到功法：《天星身法》。使用功法，不消耗技能点！此功法增加：闪避！		162	681																								
2682	血魂身法		10	1	7		1	50000			35	使用后，可以学到功法：《血魂身法》。使用功法，不消耗技能点！此功法增加：闪避！		162	682																								
2683	飞羽身法		10	1	7		1	50000			35	使用后，可以学到功法：《飞羽身法》。使用功法，不消耗技能点！此功法增加：闪避！		162	683																								
2684	千面身法		10	1	7		1	50000			35	使用后，可以学到功法：《千面身法》。使用功法，不消耗技能点！此功法增加：闪避！		162	684																								
2685	两仪身法		10	1	7		1	50000			35	使用后，可以学到功法：《两仪身法》。使用功法，不消耗技能点！此功法增加：闪避！		162	685																								
2686	灵虚身法		10	1	7		1	50000			35	使用后，可以学到功法：《灵虚身法》。使用功法，不消耗技能点！此功法增加：闪避！		162	686																								
2687	血河身法		10	1	7		1	50000			35	使用后，可以学到功法：《血河身法》。使用功法，不消耗技能点！此功法增加：闪避！		162	687																								
2688	烈焰身法		10	1	7		1	50000			35	使用后，可以学到功法：《烈焰身法》。使用功法，不消耗技能点！此功法增加：闪避！		162	688																								
2689	玲珑身法		10	1	7		1	50000			35	使用后，可以学到功法：《玲珑身法》。使用功法，不消耗技能点！此功法增加：闪避！		162	689																								
2690	太上身法		10	1	7		1	50000			35	使用后，可以学到功法：《太上身法》。使用功法，不消耗技能点！此功法增加：闪避！		162	690																								
2691	阴罗真经		10	1	7		1	30000			30	使用后，可以学到功法：《阴罗真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	691																								
2692	罗刹真经		10	1	7		1	30000			30	使用后，可以学到功法：《罗刹真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	692																								
2693	七曜真经		10	1	7		1	30000			30	使用后，可以学到功法：《七曜真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	693																								
2694	虹月真经		10	1	7		1	30000			30	使用后，可以学到功法：《虹月真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	694																								
2695	无量真经		10	1	7		1	30000			30	使用后，可以学到功法：《无量真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	695																								
2696	星月真经		10	1	7		1	30000			30	使用后，可以学到功法：《星月真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	696																								
2697	朝天真经		10	1	7		1	30000			30	使用后，可以学到功法：《朝天真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	697																								
2698	问道真经		10	1	7		1	30000			30	使用后，可以学到功法：《问道真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	698																								
2699	清虚真经		10	1	7		1	30000			30	使用后，可以学到功法：《清虚真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	699																								
2700	剑符真经		10	1	7		1	30000			30	使用后，可以学到功法：《剑符真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	700																								
2701	御灵真经		10	1	7		1	30000			30	使用后，可以学到功法：《御灵真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	701																								
2702	鬼灵真经		10	1	7		1	30000			30	使用后，可以学到功法：《鬼灵真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	702																								
2703	迷月真经		10	1	7		1	30000			30	使用后，可以学到功法：《迷月真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	703																								
2704	圣水真经		10	1	7		1	30000			30	使用后，可以学到功法：《圣水真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	704																								
2705	万花真经		10	1	8		1	50000			35	使用后，可以学到功法：《万花真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	705																								
2706	天星真经		10	1	8		1	50000			35	使用后，可以学到功法：《天星真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	706																								
2707	血魂真经		10	1	8		1	50000			35	使用后，可以学到功法：《血魂真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	707																								
2708	飞羽真经		10	1	8		1	50000			35	使用后，可以学到功法：《飞羽真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	708																								
2709	千面真经		10	1	8		1	50000			35	使用后，可以学到功法：《千面真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	709																								
2710	两仪真经		10	1	8		1	50000			35	使用后，可以学到功法：《两仪真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	710																								
2711	灵虚真经		10	1	8		1	50000			35	使用后，可以学到功法：《灵虚真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	711																								
2712	血河真经		10	1	8		1	50000			35	使用后，可以学到功法：《血河真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	712																								
2713	烈焰真经		10	1	8		1	50000			35	使用后，可以学到功法：《烈焰真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	713																								
2714	玲珑真经		10	1	8		1	50000			35	使用后，可以学到功法：《玲珑真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	714																								
2715	太上真经		10	1	8		1	50000			35	使用后，可以学到功法：《太上真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	715																								
2716	阴罗秘诀		10	1	6		1		50	500	30	使用后，可以学到功法：《阴罗秘诀》。使用功法，不消耗技能点！此功法增加：修炼速度！		153	716																								
2717	罗刹秘诀		10	1	6		1		50	500	30	使用后，可以学到功法：《罗刹秘诀》。使用功法，不消耗技能点！此功法增加：修炼速度！		153	717																								
2718	七曜秘诀		10	1	6		1		50	500	30	使用后，可以学到功法：《七曜秘诀》。使用功法，不消耗技能点！此功法增加：修炼速度！		153	718																								
2719	虹月秘诀		10	1	6		1		50	500	30	使用后，可以学到功法：《虹月秘诀》。使用功法，不消耗技能点！此功法增加：修炼速度！		153	719																								
2720	无量秘诀		10	1	6		1		50	500	30	使用后，可以学到功法：《无量秘诀》。使用功法，不消耗技能点！此功法增加：修炼速度！		153	720																								
2721	星月秘诀		10	1	6		1		50	500	30	使用后，可以学到功法：《星月秘诀》。使用功法，不消耗技能点！此功法增加：修炼速度！		153	721																								
2722	朝天秘诀		10	1	6		1		50	500	30	使用后，可以学到功法：《朝天秘诀》。使用功法，不消耗技能点！此功法增加：修炼速度！		153	722																								
2723	问道秘诀		10	1	6		1		50	500	30	使用后，可以学到功法：《问道秘诀》。使用功法，不消耗技能点！此功法增加：修炼速度！		153	723																								
2724	清虚秘诀		10	1	6		1		50	500	30	使用后，可以学到功法：《清虚秘诀》。使用功法，不消耗技能点！此功法增加：修炼速度！		153	724																								
2725	剑符秘诀		10	1	6		1		50	500	30	使用后，可以学到功法：《剑符秘诀》。使用功法，不消耗技能点！此功法增加：修炼速度！		153	725																								
2726	御灵秘诀		10	1	6		1		50	500	30	使用后，可以学到功法：《御灵秘诀》。使用功法，不消耗技能点！此功法增加：修炼速度！		153	726																								
2727	鬼灵秘诀		10	1	6		1		50	500	30	使用后，可以学到功法：《鬼灵秘诀》。使用功法，不消耗技能点！此功法增加：修炼速度！		153	727																								
2728	迷月秘诀		10	1	6		1		50	500	30	使用后，可以学到功法：《迷月秘诀》。使用功法，不消耗技能点！此功法增加：修炼速度！		153	728																								
2729	圣水秘诀		10	1	6		1		50	500	30	使用后，可以学到功法：《圣水秘诀》。使用功法，不消耗技能点！此功法增加：修炼速度！		153	729																								
2730	万花秘诀		10	1	7		1		80	800	35	使用后，可以学到功法：《万花秘诀》。使用功法，不消耗技能点！此功法增加：修炼速度！		153	730																								
2731	天星秘诀		10	1	7		1		80	800	35	使用后，可以学到功法：《天星秘诀》。使用功法，不消耗技能点！此功法增加：修炼速度！		153	731																								
2732	血魂秘诀		10	1	7		1		80	800	35	使用后，可以学到功法：《血魂秘诀》。使用功法，不消耗技能点！此功法增加：修炼速度！		153	732																								
2733	飞羽秘诀		10	1	7		1		80	800	35	使用后，可以学到功法：《飞羽秘诀》。使用功法，不消耗技能点！此功法增加：修炼速度！		153	733																								
2734	千面秘诀		10	1	7		1		80	800	35	使用后，可以学到功法：《千面秘诀》。使用功法，不消耗技能点！此功法增加：修炼速度！		153	734																								
2735	两仪秘诀		10	1	7		1		80	800	35	使用后，可以学到功法：《两仪秘诀》。使用功法，不消耗技能点！此功法增加：修炼速度！		153	735																								
2736	灵虚秘诀		10	1	7		1		80	800	35	使用后，可以学到功法：《灵虚秘诀》。使用功法，不消耗技能点！此功法增加：修炼速度！		153	736																								
2737	血河秘诀		10	1	7		1		80	800	35	使用后，可以学到功法：《血河秘诀》。使用功法，不消耗技能点！此功法增加：修炼速度！		153	737																								
2738	烈焰秘诀		10	1	7		1		80	800	35	使用后，可以学到功法：《烈焰秘诀》。使用功法，不消耗技能点！此功法增加：修炼速度！		153	738																								
2739	玲珑秘诀		10	1	7		1		80	800	35	使用后，可以学到功法：《玲珑秘诀》。使用功法，不消耗技能点！此功法增加：修炼速度！		153	739																								
2740	太上内观经		23	1	7		1		200	2000	35	使用后，可以学到功法：《太上内观经》。使用功法，不消耗技能点！此功法可开启内观，查看自身属性！		153																									
2741	梵度秘诀		10	1	10		1		300	3000	300	使用后，可以学到三十三天修炼功法：《梵度秘诀》。此功法增加：修炼速度！		153	740																								
2742	玉隆秘诀		10	1	10		1		300	3000	300	使用后，可以学到三十三天修炼功法：《玉隆秘诀》。此功法增加：修炼速度！		153	741																								
2743	妙成秘诀		10	1	10		1		300	3000	300	使用后，可以学到三十三天修炼功法：《妙成秘诀》。此功法增加：修炼速度！		153	742																								
2744	无思秘诀		10	1	10		1		300	3000	300	使用后，可以学到三十三天修炼功法：《无思秘诀》。此功法增加：修炼速度！		153	743																								
2745	元载秘诀		10	1	10		1		300	3000	300	使用后，可以学到三十三天修炼功法：《元载秘诀》。此功法增加：修炼速度！		153	744																								
2746	灵明秘诀		10	1	10		1		300	3000	300	使用后，可以学到三十三天修炼功法：《灵明秘诀》。此功法增加：修炼速度！		153	745																								
2747	赤明秘诀		10	1	10		1		300	3000	300	使用后，可以学到三十三天修炼功法：《赤明秘诀》。此功法增加：修炼速度！		153	746																								
2748	太安秘诀		10	1	10		1		300	3000	300	使用后，可以学到三十三天修炼功法：《太安秘诀》。此功法增加：修炼速度！		153	747																								
2749	荣华秘诀		10	1	10		1		300	3000	300	使用后，可以学到三十三天修炼功法：《荣华秘诀》。此功法增加：修炼速度！		153	748																								
2750	玄明秘诀		10	1	10		1		300	3000	300	使用后，可以学到三十三天修炼功法：《玄明秘诀》。此功法增加：修炼速度！		153	749																								
2751	玄胎秘诀		10	1	10		1		300	3000	300	使用后，可以学到三十三天修炼功法：《玄胎秘诀》。此功法增加：修炼速度！		153	750																								
2752	太明秘诀		10	1	10		1		300	3000	300	使用后，可以学到三十三天修炼功法：《太明秘诀》。此功法增加：修炼速度！		153	751																								
2753	太黄秘诀		10	1	10		1		300	3000	300	使用后，可以学到三十三天修炼功法：《太黄秘诀》。此功法增加：修炼速度！		153	752																								
2754	大罗秘诀		10	1	11		1		375	3750	375	使用后，可以学到三十三天修炼功法：《大罗秘诀》。此功法增加：修炼速度！		153	753																								
2755	始皇秘诀		10	1	11		1		375	3750	375	使用后，可以学到三十三天修炼功法：《始皇秘诀》。此功法增加：修炼速度！		153	754																								
2756	极风秘诀		10	1	11		1		375	3750	375	使用后，可以学到三十三天修炼功法：《极风秘诀》。此功法增加：修炼速度！		153	755																								
2757	光明秘诀		10	1	11		1		375	3750	375	使用后，可以学到三十三天修炼功法：《光明秘诀》。此功法增加：修炼速度！		153	756																								
2758	虚无秘诀		10	1	11		1		375	3750	375	使用后，可以学到三十三天修炼功法：《虚无秘诀》。此功法增加：修炼速度！		153	757																								
2759	七曜秘诀		10	1	11		1		375	3750	375	使用后，可以学到三十三天修炼功法：《七曜秘诀》。此功法增加：修炼速度！		153	758																								
2760	皇笳秘诀		10	1	12		1		450	4500	450	使用后，可以学到三十三天修炼功法：《皇笳秘诀》。此功法增加：修炼速度！		153	759																								
2761	太皇秘诀		10	1	12		1		450	4500	450	使用后，可以学到三十三天修炼功法：《太皇秘诀》。此功法增加：修炼速度！		153	760																								
2762	太极秘诀		10	1	12		1		450	4500	450	使用后，可以学到三十三天修炼功法：《太极秘诀》。此功法增加：修炼速度！		153	761																								
2763	玄武秘诀		10	1	13		1		525	5250	525	使用后，可以学到三十三天修炼功法：《玄武秘诀》。此功法增加：修炼速度！		153	762																								
2764	朱雀秘诀		10	1	13		1		525	5250	525	使用后，可以学到三十三天修炼功法：《朱雀秘诀》。此功法增加：修炼速度！		153	763																								
2765	白虎秘诀		10	1	13		1		525	5250	525	使用后，可以学到三十三天修炼功法：《白虎秘诀》。此功法增加：修炼速度！		153	764																								
2766	青龙秘诀		10	1	13		1		525	5250	525	使用后，可以学到三十三天修炼功法：《青龙秘诀》。此功法增加：修炼速度！		153	765																								
2767	大焚秘诀		10	1	14		1		600	6000	600	使用后，可以学到三十三天修炼功法：《大焚秘诀》。此功法增加：修炼速度！		153	766																								
2768	东极秘诀		10	1	17		1		825	8250	825	使用后，可以学到三十三天修炼功法：《东极秘诀》。此功法增加：修炼速度！		153	767																								
2769	西极秘诀		10	1	17		1		825	8250	825	使用后，可以学到三十三天修炼功法：《西极秘诀》。此功法增加：修炼速度！		153	768																								
2770	南极秘诀		10	1	17		1		825	8250	825	使用后，可以学到三十三天修炼功法：《南极秘诀》。此功法增加：修炼速度！		153	769																								
2771	北极秘诀		10	1	17		1		825	8250	825	使用后，可以学到三十三天修炼功法：《北极秘诀》。此功法增加：修炼速度！		153	770																								
2772	皇地秘诀		10	1	17		1		825	8250	825	使用后，可以学到三十三天修炼功法：《皇地秘诀》。此功法增加：修炼速度！		153	771																								
2773	玉皇秘诀		10	1	18		1		900	9000	900	使用后，可以学到三十三天修炼功法：《玉皇秘诀》。此功法增加：修炼速度！		153	772																								
2774	枉死秘诀		10	1	12		1		450	4500	450	使用后，可以学到阴曹地府修炼功法：《枉死秘诀》。此功法增加：修炼速度！		153	773																								
2775	火山秘诀		10	1	12		1		450	4500	450	使用后，可以学到阴曹地府修炼功法：《火山秘诀》。此功法增加：修炼速度！		153	774																								
2776	白骨秘诀		10	1	12		1		450	4500	450	使用后，可以学到阴曹地府修炼功法：《白骨秘诀》。此功法增加：修炼速度！		153	775																								
2777	乱魂秘诀		10	1	12		1		450	4500	450	使用后，可以学到阴曹地府修炼功法：《乱魂秘诀》。此功法增加：修炼速度！		153	776																								
2778	黑绳秘诀		10	1	13		1		525	5250	525	使用后，可以学到阴曹地府修炼功法：《黑绳秘诀》。此功法增加：修炼速度！		153	777																								
2779	寂静秘诀		10	1	13		1		525	5250	525	使用后，可以学到阴曹地府修炼功法：《寂静秘诀》。此功法增加：修炼速度！		153	778																								
2780	血莲秘诀		10	1	13		1		525	5250	525	使用后，可以学到阴曹地府修炼功法：《血莲秘诀》。此功法增加：修炼速度！		153	779																								
2781	血池秘诀		10	1	13		1		525	5250	525	使用后，可以学到阴曹地府修炼功法：《血池秘诀》。此功法增加：修炼速度！		153	780																								
2782	哀嚎秘诀		10	1	13		1		525	5250	525	使用后，可以学到阴曹地府修炼功法：《哀嚎秘诀》。此功法增加：修炼速度！		153	781																								
2783	阴灵秘诀		10	1	13		1		525	5250	525	使用后，可以学到阴曹地府修炼功法：《阴灵秘诀》。此功法增加：修炼速度！		153	782																								
2784	怨魂秘诀		10	1	13		1		525	5250	525	使用后，可以学到阴曹地府修炼功法：《怨魂秘诀》。此功法增加：修炼速度！		153	783																								
2785	冥冬秘诀		10	1	14		1		600	6000	600	使用后，可以学到阴曹地府修炼功法：《冥冬秘诀》。此功法增加：修炼速度！		153	784																								
2786	永夜秘诀		10	1	14		1		600	6000	600	使用后，可以学到阴曹地府修炼功法：《永夜秘诀》。此功法增加：修炼速度！		153	785																								
2787	寒冰秘诀		10	1	15		1		675	6750	675	使用后，可以学到阴曹地府修炼功法：《寒冰秘诀》。此功法增加：修炼速度！		153	786																								
2788	阿鼻秘诀		10	1	16		1		750	7500	750	使用后，可以学到阴曹地府修炼功法：《阿鼻秘诀》。此功法增加：修炼速度！		153	787																								
2789	阴阳秘诀		10	1	16		1		750	7500	750	使用后，可以学到阴曹地府修炼功法：《阴阳秘诀》。此功法增加：修炼速度！		153	788																								
2790	红莲秘诀		10	1	17		1		825	8250	825	使用后，可以学到阴曹地府修炼功法：《红莲秘诀》。此功法增加：修炼速度！		153	789																								
2791	青莲秘诀		10	1	17		1		825	8250	825	使用后，可以学到阴曹地府修炼功法：《青莲秘诀》。此功法增加：修炼速度！		153	790																								
2792	冥王秘诀		10	1	18		1		900	9000	900	使用后，可以学到阴曹地府修炼功法：《冥王秘诀》。此功法增加：修炼速度！		153	791																								
2793	剧毒秘诀		10	1	13		1		525	5250	525	使用后，可以学到大魔天修炼功法：《剧毒秘诀》。此功法增加：修炼速度！		153	792																								
2794	火焰秘诀		10	1	14		1		600	6000	600	使用后，可以学到大魔天修炼功法：《火焰秘诀》。此功法增加：修炼速度！		153	793																								
