CountryType_XBXXZ	CountryID_XBXXZ	index_XBXXZ	percent_XBXXZ	itemid_XBXXZ	itemnum_XBXXZ	text_XBXXZ	condition_XBXXZ	Level_XBXXZ	BodyLevel_XBXXZ	Damage_XBXXZ	Defence_XBXXZ	LianDan_XBXXZ	LianQi_XBXXZ	Doom_XBXXZ	Speed_XBXXZ	dodge_XBXXZ	GoldSpirit_XBXXZ	WoodSpirit_XBXXZ	WaterdSpirit_XBXXZ	FiredSpirit_XBXXZ	MudSpirit_XBXXZ	dragon_XBXXZ
2	6	17	10	41	2	【{0}】{1}一路向北，偶见雷光四射，冒死探查，捡到2枚极品灵石！[雷抗大于10000]	0							10000								
2	6	18	10			【{0}】{1}一路向北，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于50000]	1							50000								
2	6	19	10	41	5	【{0}】{1}一路向北，偶见雷光四射，冒死探查，捡到5枚极品灵石！[雷抗大于50000]	0							50000								
2	6	20	10	68	10	【{0}】{1}一路向北，路上找到了10块：空冥石，喜不自胜！	0															
2	6	21	10	69	10	【{0}】{1}一路向北，路上找到了10块：金岭砂，欣喜若狂！	0															
2	6	22	10	70	10	【{0}】{1}一路向北，路上找到了10块：陨母，道心激荡！	0															
2	6	23	10	71	10	【{0}】{1}一路向北，路上找到了10株：清灵草，心念通达！	0															
2	6	24	10	72	10	【{0}】{1}一路向北，路上找到了10株：千年人参，聊胜于无！	0															
2	6	25	10	73	10	【{0}】{1}一路向北，路上找到了10株：千年何首乌，聊胜于无！	0															
2	6	26	10	74	10	【{0}】{1}一路向北，路上找到了10株：血精草，喜上眉梢！	0															
2	7	1	10			【{0}】{1}一路向北，路过妖魔巢穴，妖魔数量过多，加速飞行，匆匆飞过！	0															
2	7	2	10	286	10	【{0}】{1}一路向北，路过一处遗迹，仔细搜索，略有所得！[得到10卷悟道心得]	0															
2	7	3	10	283	5	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，增加5点功德！[攻击大于5万]	0			50000												
2	7	4	10	283	8	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，增加8点功德！[攻击大于8万]	0			80000												
2	7	5	10	283	10	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，增加10点功德！[攻击大于10万]	0			100000												
2	7	6	10	286	100	【{0}】{1}一路向北，路过一处遗迹，仔细搜索，大有收获！[得到100卷悟道心得]	0															
2	7	7	10	729	1	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，获得妖丹一枚！[龙气100]	0															100
2	7	8	10			【{0}】{1}一路向北，一路上游山玩水，心情美哉！	0															
2	7	9	10			【{0}】{1}一路向北，一路上领略妖界风光，心情舒畅！	0															
2	7	10	10			【{0}】{1}一路向北，偶见宝光四射，因修为未达地仙，无法探索！	1	121														
2	7	11	10			【{0}】{1}一路向北，偶见宝光四射，因修为未达天仙，无法探索！	1	131														
2	7	12	10			【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于8万]	1			80000												
2	7	13	10			【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于10万]	1			100000												
2	7	14	10			【{0}】{1}一路向北，发现一名仙人遗骸，突发善心，将其安葬，幸运不足，无法获取！[龙气小于100]	1															100
2	7	15	10			【{0}】{1}一路向北，偶见妖魔暴虐，忍不住出手教训，却被妖魔逃之夭夭！[速度小于50000]	1								50000							
2	7	16	10			【{0}】{1}一路向北，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于10000]	1							10000								
2	7	17	10	41	2	【{0}】{1}一路向北，偶见雷光四射，冒死探查，捡到2枚极品灵石！[雷抗大于10000]	0							10000								
2	7	18	10			【{0}】{1}一路向北，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于50000]	1							50000								
2	7	19	10	41	5	【{0}】{1}一路向北，偶见雷光四射，冒死探查，捡到5枚极品灵石！[雷抗大于50000]	0							50000								
2	7	20	10	68	10	【{0}】{1}一路向北，路上找到了10块：空冥石，喜不自胜！	0															
2	7	21	10	69	10	【{0}】{1}一路向北，路上找到了10块：金岭砂，欣喜若狂！	0															
2	7	22	10	70	10	【{0}】{1}一路向北，路上找到了10块：陨母，道心激荡！	0															
2	7	23	10	71	10	【{0}】{1}一路向北，路上找到了10株：清灵草，心念通达！	0															
2	7	24	10	72	10	【{0}】{1}一路向北，路上找到了10株：千年人参，聊胜于无！	0															
2	7	25	10	73	10	【{0}】{1}一路向北，路上找到了10株：千年何首乌，聊胜于无！	0															
2	7	26	10	74	10	【{0}】{1}一路向北，路上找到了10株：血精草，喜上眉梢！	0															
2	8	1	10			【{0}】{1}一路向北，路过妖魔巢穴，妖魔数量过多，加速飞行，匆匆飞过！	0															
2	8	2	10	286	10	【{0}】{1}一路向北，路过一处遗迹，仔细搜索，略有所得！[得到10卷悟道心得]	0															
2	8	3	10	283	5	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，增加5点功德！[攻击大于5万]	0			50000												
2	8	4	10	283	8	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，增加8点功德！[攻击大于8万]	0			80000												
2	8	5	10	283	10	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，增加10点功德！[攻击大于10万]	0			100000												
2	8	6	10	286	100	【{0}】{1}一路向北，路过一处遗迹，仔细搜索，大有收获！[得到100卷悟道心得]	0															
2	8	7	10	729	1	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，获得妖丹一枚！[龙气100]	0															100
2	8	8	10			【{0}】{1}一路向北，一路上游山玩水，心情美哉！	0															
2	8	9	10			【{0}】{1}一路向北，一路上领略妖界风光，心情舒畅！	0															
2	8	10	10			【{0}】{1}一路向北，偶见宝光四射，因修为未达地仙，无法探索！	1	121														
2	8	11	10			【{0}】{1}一路向北，偶见宝光四射，因修为未达天仙，无法探索！	1	131														
2	8	12	10			【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于8万]	1			80000												
2	8	13	10			【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于10万]	1			100000												
2	8	14	10			【{0}】{1}一路向北，发现一名仙人遗骸，突发善心，将其安葬，幸运不足，无法获取！[龙气小于100]	1															100
2	8	15	10			【{0}】{1}一路向北，偶见妖魔暴虐，忍不住出手教训，却被妖魔逃之夭夭！[速度小于50000]	1								50000							
2	8	16	10			【{0}】{1}一路向北，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于10000]	1							10000								
2	8	17	10	41	2	【{0}】{1}一路向北，偶见雷光四射，冒死探查，捡到2枚极品灵石！[雷抗大于10000]	0							10000								
2	8	18	10			【{0}】{1}一路向北，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于50000]	1							50000								
2	8	19	10	41	5	【{0}】{1}一路向北，偶见雷光四射，冒死探查，捡到5枚极品灵石！[雷抗大于50000]	0							50000								
2	8	20	10	68	10	【{0}】{1}一路向北，路上找到了10块：空冥石，喜不自胜！	0															
2	8	21	10	69	10	【{0}】{1}一路向北，路上找到了10块：金岭砂，欣喜若狂！	0															
2	8	22	10	70	10	【{0}】{1}一路向北，路上找到了10块：陨母，道心激荡！	0															
2	8	23	10	71	10	【{0}】{1}一路向北，路上找到了10株：清灵草，心念通达！	0															
2	8	24	10	72	10	【{0}】{1}一路向北，路上找到了10株：千年人参，聊胜于无！	0															
2	8	25	10	73	10	【{0}】{1}一路向北，路上找到了10株：千年何首乌，聊胜于无！	0															
2	8	26	10	74	10	【{0}】{1}一路向北，路上找到了10株：血精草，喜上眉梢！	0															
2	9	1	10			【{0}】{1}一路向北，路过妖魔巢穴，妖魔数量过多，加速飞行，匆匆飞过！	0															
2	9	2	10	286	10	【{0}】{1}一路向北，路过一处遗迹，仔细搜索，略有所得！[得到10卷悟道心得]	0															
2	9	3	10	283	5	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，增加5点功德！[攻击大于5万]	0			50000												
2	9	4	10	283	8	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，增加8点功德！[攻击大于8万]	0			80000												
2	9	5	10	283	10	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，增加10点功德！[攻击大于10万]	0			100000												
2	9	6	10	286	100	【{0}】{1}一路向北，路过一处遗迹，仔细搜索，大有收获！[得到100卷悟道心得]	0															
2	9	7	10	729	1	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，获得妖丹一枚！[龙气100]	0															100
2	9	8	10			【{0}】{1}一路向北，一路上游山玩水，心情美哉！	0															
2	9	9	10			【{0}】{1}一路向北，一路上领略妖界风光，心情舒畅！	0															
2	9	10	10			【{0}】{1}一路向北，偶见宝光四射，因修为未达地仙，无法探索！	1	121														
2	9	11	10			【{0}】{1}一路向北，偶见宝光四射，因修为未达天仙，无法探索！	1	131														
2	9	12	10			【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于8万]	1			80000												
2	9	13	10			【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于10万]	1			100000												
2	9	14	10			【{0}】{1}一路向北，发现一名仙人遗骸，突发善心，将其安葬，幸运不足，无法获取！[龙气小于100]	1															100
2	9	15	10			【{0}】{1}一路向北，偶见妖魔暴虐，忍不住出手教训，却被妖魔逃之夭夭！[速度小于50000]	1								50000							
2	9	16	10			【{0}】{1}一路向北，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于10000]	1							10000								
2	9	17	10	41	2	【{0}】{1}一路向北，偶见雷光四射，冒死探查，捡到2枚极品灵石！[雷抗大于10000]	0							10000								
2	9	18	10			【{0}】{1}一路向北，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于50000]	1							50000								
2	9	19	10	41	5	【{0}】{1}一路向北，偶见雷光四射，冒死探查，捡到5枚极品灵石！[雷抗大于50000]	0							50000								
2	9	20	10	68	10	【{0}】{1}一路向北，路上找到了10块：空冥石，喜不自胜！	0															
2	9	21	10	69	10	【{0}】{1}一路向北，路上找到了10块：金岭砂，欣喜若狂！	0															
2	9	22	10	70	10	【{0}】{1}一路向北，路上找到了10块：陨母，道心激荡！	0															
2	9	23	10	71	10	【{0}】{1}一路向北，路上找到了10株：清灵草，心念通达！	0															
2	9	24	10	72	10	【{0}】{1}一路向北，路上找到了10株：千年人参，聊胜于无！	0															
2	9	25	10	73	10	【{0}】{1}一路向北，路上找到了10株：千年何首乌，聊胜于无！	0															
2	9	26	10	74	10	【{0}】{1}一路向北，路上找到了10株：血精草，喜上眉梢！	0															
2	10	1	10			【{0}】{1}一路向北，路过妖魔巢穴，妖魔数量过多，加速飞行，匆匆飞过！	0															
2	10	2	10	286	10	【{0}】{1}一路向北，路过一处遗迹，仔细搜索，略有所得！[得到10卷悟道心得]	0															
2	10	3	10	283	5	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，增加5点功德！[攻击大于5万]	0			50000												
2	10	4	10	283	8	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，增加8点功德！[攻击大于8万]	0			80000												
2	10	5	10	283	10	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，增加10点功德！[攻击大于10万]	0			100000												
2	10	6	10	286	100	【{0}】{1}一路向北，路过一处遗迹，仔细搜索，大有收获！[得到100卷悟道心得]	0															
2	10	7	10	729	1	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，获得妖丹一枚！[龙气100]	0															100
2	10	8	10			【{0}】{1}一路向北，一路上游山玩水，心情美哉！	0															
2	10	9	10			【{0}】{1}一路向北，一路上领略妖界风光，心情舒畅！	0															
2	10	10	10			【{0}】{1}一路向北，偶见宝光四射，因修为未达地仙，无法探索！	1	121														
2	10	11	10			【{0}】{1}一路向北，偶见宝光四射，因修为未达天仙，无法探索！	1	131														
2	10	12	10			【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于8万]	1			80000												
2	10	13	10			【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于10万]	1			100000												
2	10	14	10			【{0}】{1}一路向北，发现一名仙人遗骸，突发善心，将其安葬，幸运不足，无法获取！[龙气小于100]	1															100
2	10	15	10			【{0}】{1}一路向北，偶见妖魔暴虐，忍不住出手教训，却被妖魔逃之夭夭！[速度小于50000]	1								50000							
2	10	16	10			【{0}】{1}一路向北，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于10000]	1							10000								
2	10	17	10	41	2	【{0}】{1}一路向北，偶见雷光四射，冒死探查，捡到2枚极品灵石！[雷抗大于10000]	0							10000								
2	10	18	10			【{0}】{1}一路向北，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于50000]	1							50000								
2	10	19	10	41	5	【{0}】{1}一路向北，偶见雷光四射，冒死探查，捡到5枚极品灵石！[雷抗大于50000]	0							50000								
2	10	20	10	68	10	【{0}】{1}一路向北，路上找到了10块：空冥石，喜不自胜！	0															
2	10	21	10	69	10	【{0}】{1}一路向北，路上找到了10块：金岭砂，欣喜若狂！	0															
2	10	22	10	70	10	【{0}】{1}一路向北，路上找到了10块：陨母，道心激荡！	0															
2	10	23	10	71	10	【{0}】{1}一路向北，路上找到了10株：清灵草，心念通达！	0															
2	10	24	10	72	10	【{0}】{1}一路向北，路上找到了10株：千年人参，聊胜于无！	0															
2	10	25	10	73	10	【{0}】{1}一路向北，路上找到了10株：千年何首乌，聊胜于无！	0															
2	10	26	10	74	10	【{0}】{1}一路向北，路上找到了10株：血精草，喜上眉梢！	0															
3	0	1	10			【{0}】{1}一路向东，路过海妖巢穴，海妖数量过多，加速飞行，匆匆飞过！	0															
3	0	2	10	286	10	【{0}】{1}一路向东，路过一处岛屿，仔细搜索，略有所得！[得到10卷悟道心得]	0															
3	0	3	10	283	5	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，增加5点功德！[攻击大于5万]	0			50000												
3	0	4	10	283	8	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，增加8点功德！[攻击大于8万]	0			80000												
3	0	5	10	283	10	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，增加10点功德！[攻击大于10万]	0			100000												
3	0	6	10	286	100	【{0}】{1}一路向东，路过一处岛屿，仔细搜索，大有收获！[得到100卷悟道心得]	0															
3	0	7	10	729	1	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，获得妖丹一枚！[龙气100]	0															100
3	0	8	10			【{0}】{1}一路向东，一路上游山玩水，心情美哉！	0															
3	0	9	10			【{0}】{1}一路向东，一路上领略海妖界风光，心情舒畅！	0															
3	0	10	10			【{0}】{1}一路向东，偶见宝光四射，因修为未达地仙，无法探索！	1	121														
3	0	11	10			【{0}】{1}一路向东，偶见宝光四射，因修为未达天仙，无法探索！	1	131														
3	0	12	10			【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于8万]	1			80000												
3	0	13	10			【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于10万]	1			100000												
3	0	14	10			【{0}】{1}一路向东，发现一名仙人遗骸，突发善心，将其安葬，幸运不足，无法获取！[龙气小于100]	1															100
3	0	15	10			【{0}】{1}一路向东，偶见海妖暴虐，忍不住出手教训，却被海妖逃之夭夭！[速度小于50000]	1								50000							
3	0	16	10			【{0}】{1}一路向东，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于10000]	1							10000								
3	0	17	10	41	2	【{0}】{1}一路向东，偶见雷光四射，冒死探查，捡到2枚极品灵石！[雷抗大于10000]	0							10000								
3	0	18	10			【{0}】{1}一路向东，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于50000]	1							50000								
3	0	19	10	41	5	【{0}】{1}一路向东，偶见雷光四射，冒死探查，捡到5枚极品灵石！[雷抗大于50000]	0							50000								
3	0	20	10	68	10	【{0}】{1}一路向东，路上找到了10块：空冥石，喜不自胜！	0															
3	0	21	10	69	10	【{0}】{1}一路向东，路上找到了10块：金岭砂，欣喜若狂！	0															
3	0	22	10	70	10	【{0}】{1}一路向东，路上找到了10块：陨母，道心激荡！	0															
3	0	23	10	71	10	【{0}】{1}一路向东，路上找到了10株：清灵草，心念通达！	0															
3	0	24	10	72	10	【{0}】{1}一路向东，路上找到了10株：千年人参，聊胜于无！	0															
3	0	25	10	73	10	【{0}】{1}一路向东，路上找到了10株：千年何首乌，聊胜于无！	0															
3	0	26	10	74	10	【{0}】{1}一路向东，路上找到了10株：血精草，喜上眉梢！	0															
3	1	1	10			【{0}】{1}一路向东，路过海妖巢穴，海妖数量过多，加速飞行，匆匆飞过！	0															
3	1	2	10	286	10	【{0}】{1}一路向东，路过一处岛屿，仔细搜索，略有所得！[得到10卷悟道心得]	0															
3	1	3	10	283	5	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，增加5点功德！[攻击大于5万]	0			50000												
3	1	4	10	283	8	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，增加8点功德！[攻击大于8万]	0			80000												
3	1	5	10	283	10	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，增加10点功德！[攻击大于10万]	0			100000												
3	1	6	10	286	100	【{0}】{1}一路向东，路过一处岛屿，仔细搜索，大有收获！[得到100卷悟道心得]	0															
3	1	7	10	729	1	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，获得妖丹一枚！[龙气100]	0															100
3	1	8	10			【{0}】{1}一路向东，一路上游山玩水，心情美哉！	0															
3	1	9	10			【{0}】{1}一路向东，一路上领略海妖界风光，心情舒畅！	0															
3	1	10	10			【{0}】{1}一路向东，偶见宝光四射，因修为未达地仙，无法探索！	1	121														
3	1	11	10			【{0}】{1}一路向东，偶见宝光四射，因修为未达天仙，无法探索！	1	131														
3	1	12	10			【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于8万]	1			80000												
3	1	13	10			【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于10万]	1			100000												
3	1	14	10			【{0}】{1}一路向东，发现一名仙人遗骸，突发善心，将其安葬，幸运不足，无法获取！[龙气小于100]	1															100
3	1	15	10			【{0}】{1}一路向东，偶见海妖暴虐，忍不住出手教训，却被海妖逃之夭夭！[速度小于50000]	1								50000							
3	1	16	10			【{0}】{1}一路向东，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于10000]	1							10000								
3	1	17	10	41	2	【{0}】{1}一路向东，偶见雷光四射，冒死探查，捡到2枚极品灵石！[雷抗大于10000]	0							10000								
3	1	18	10			【{0}】{1}一路向东，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于50000]	1							50000								
3	1	19	10	41	5	【{0}】{1}一路向东，偶见雷光四射，冒死探查，捡到5枚极品灵石！[雷抗大于50000]	0							50000								
3	1	20	10	68	10	【{0}】{1}一路向东，路上找到了10块：空冥石，喜不自胜！	0															
3	1	21	10	69	10	【{0}】{1}一路向东，路上找到了10块：金岭砂，欣喜若狂！	0															
3	1	22	10	70	10	【{0}】{1}一路向东，路上找到了10块：陨母，道心激荡！	0															
3	1	23	10	71	10	【{0}】{1}一路向东，路上找到了10株：清灵草，心念通达！	0															
3	1	24	10	72	10	【{0}】{1}一路向东，路上找到了10株：千年人参，聊胜于无！	0															
3	1	25	10	73	10	【{0}】{1}一路向东，路上找到了10株：千年何首乌，聊胜于无！	0															
3	1	26	10	74	10	【{0}】{1}一路向东，路上找到了10株：血精草，喜上眉梢！	0															
3	2	1	10			【{0}】{1}一路向东，路过海妖巢穴，海妖数量过多，加速飞行，匆匆飞过！	0															
3	2	2	10	286	10	【{0}】{1}一路向东，路过一处岛屿，仔细搜索，略有所得！[得到10卷悟道心得]	0															
3	2	3	10	283	5	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，增加5点功德！[攻击大于5万]	0			50000												
3	2	4	10	283	8	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，增加8点功德！[攻击大于8万]	0			80000												
3	2	5	10	283	10	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，增加10点功德！[攻击大于10万]	0			100000												
3	2	6	10	286	100	【{0}】{1}一路向东，路过一处岛屿，仔细搜索，大有收获！[得到100卷悟道心得]	0															
3	2	7	10	729	1	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，获得妖丹一枚！[龙气100]	0															100
3	2	8	10			【{0}】{1}一路向东，一路上游山玩水，心情美哉！	0															
3	2	9	10			【{0}】{1}一路向东，一路上领略海妖界风光，心情舒畅！	0															
3	2	10	10			【{0}】{1}一路向东，偶见宝光四射，因修为未达地仙，无法探索！	1	121														
3	2	11	10			【{0}】{1}一路向东，偶见宝光四射，因修为未达天仙，无法探索！	1	131														
3	2	12	10			【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于8万]	1			80000												
3	2	13	10			【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于10万]	1			100000												
3	2	14	10			【{0}】{1}一路向东，发现一名仙人遗骸，突发善心，将其安葬，幸运不足，无法获取！[龙气小于100]	1															100
3	2	15	10			【{0}】{1}一路向东，偶见海妖暴虐，忍不住出手教训，却被海妖逃之夭夭！[速度小于50000]	1								50000							
3	2	16	10			【{0}】{1}一路向东，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于10000]	1							10000								
3	2	17	10	41	2	【{0}】{1}一路向东，偶见雷光四射，冒死探查，捡到2枚极品灵石！[雷抗大于10000]	0							10000								
3	2	18	10			【{0}】{1}一路向东，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于50000]	1							50000								
3	2	19	10	41	5	【{0}】{1}一路向东，偶见雷光四射，冒死探查，捡到5枚极品灵石！[雷抗大于50000]	0							50000								
3	2	20	10	68	10	【{0}】{1}一路向东，路上找到了10块：空冥石，喜不自胜！	0															
3	2	21	10	69	10	【{0}】{1}一路向东，路上找到了10块：金岭砂，欣喜若狂！	0															
3	2	22	10	70	10	【{0}】{1}一路向东，路上找到了10块：陨母，道心激荡！	0															
3	2	23	10	71	10	【{0}】{1}一路向东，路上找到了10株：清灵草，心念通达！	0															
3	2	24	10	72	10	【{0}】{1}一路向东，路上找到了10株：千年人参，聊胜于无！	0															
3	2	25	10	73	10	【{0}】{1}一路向东，路上找到了10株：千年何首乌，聊胜于无！	0															
3	2	26	10	74	10	【{0}】{1}一路向东，路上找到了10株：血精草，喜上眉梢！	0															
3	3	1	10			【{0}】{1}一路向东，路过海妖巢穴，海妖数量过多，加速飞行，匆匆飞过！	0															
3	3	2	10	286	10	【{0}】{1}一路向东，路过一处岛屿，仔细搜索，略有所得！[得到10卷悟道心得]	0															
3	3	3	10	283	5	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，增加5点功德！[攻击大于5万]	0			50000												
3	3	4	10	283	8	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，增加8点功德！[攻击大于8万]	0			80000												
3	3	5	10	283	10	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，增加10点功德！[攻击大于10万]	0			100000												
3	3	6	10	286	100	【{0}】{1}一路向东，路过一处岛屿，仔细搜索，大有收获！[得到100卷悟道心得]	0															
3	3	7	10	729	1	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，获得妖丹一枚！[龙气100]	0															100
3	3	8	10			【{0}】{1}一路向东，一路上游山玩水，心情美哉！	0															
3	3	9	10			【{0}】{1}一路向东，一路上领略海妖界风光，心情舒畅！	0															
3	3	10	10			【{0}】{1}一路向东，偶见宝光四射，因修为未达地仙，无法探索！	1	121														
3	3	11	10			【{0}】{1}一路向东，偶见宝光四射，因修为未达天仙，无法探索！	1	131														
3	3	12	10			【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于8万]	1			80000												
3	3	13	10			【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于10万]	1			100000												
3	3	14	10			【{0}】{1}一路向东，发现一名仙人遗骸，突发善心，将其安葬，幸运不足，无法获取！[龙气小于100]	1															100
3	3	15	10			【{0}】{1}一路向东，偶见海妖暴虐，忍不住出手教训，却被海妖逃之夭夭！[速度小于50000]	1								50000							
3	3	16	10			【{0}】{1}一路向东，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于10000]	1							10000								
3	3	17	10	41	2	【{0}】{1}一路向东，偶见雷光四射，冒死探查，捡到2枚极品灵石！[雷抗大于10000]	0							10000								
3	3	18	10			【{0}】{1}一路向东，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于50000]	1							50000								
3	3	19	10	41	5	【{0}】{1}一路向东，偶见雷光四射，冒死探查，捡到5枚极品灵石！[雷抗大于50000]	0							50000								
3	3	20	10	68	10	【{0}】{1}一路向东，路上找到了10块：空冥石，喜不自胜！	0															
3	3	21	10	69	10	【{0}】{1}一路向东，路上找到了10块：金岭砂，欣喜若狂！	0															
3	3	22	10	70	10	【{0}】{1}一路向东，路上找到了10块：陨母，道心激荡！	0															
3	3	23	10	71	10	【{0}】{1}一路向东，路上找到了10株：清灵草，心念通达！	0															
3	3	24	10	72	10	【{0}】{1}一路向东，路上找到了10株：千年人参，聊胜于无！	0															
3	3	25	10	73	10	【{0}】{1}一路向东，路上找到了10株：千年何首乌，聊胜于无！	0															
3	3	26	10	74	10	【{0}】{1}一路向东，路上找到了10株：血精草，喜上眉梢！	0															
3	4	1	10			【{0}】{1}一路向东，路过海妖巢穴，海妖数量过多，加速飞行，匆匆飞过！	0															
3	4	2	10	286	10	【{0}】{1}一路向东，路过一处岛屿，仔细搜索，略有所得！[得到10卷悟道心得]	0															
3	4	3	10	283	5	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，增加5点功德！[攻击大于5万]	0			50000												
3	4	4	10	283	8	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，增加8点功德！[攻击大于8万]	0			80000												
3	4	5	10	283	10	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，增加10点功德！[攻击大于10万]	0			100000												
3	4	6	10	286	100	【{0}】{1}一路向东，路过一处岛屿，仔细搜索，大有收获！[得到100卷悟道心得]	0															
3	4	7	10	729	1	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，获得妖丹一枚！[龙气100]	0															100
3	4	8	10			【{0}】{1}一路向东，一路上游山玩水，心情美哉！	0															
3	4	9	10			【{0}】{1}一路向东，一路上领略海妖界风光，心情舒畅！	0															
3	4	10	10			【{0}】{1}一路向东，偶见宝光四射，因修为未达地仙，无法探索！	1	121														
3	4	11	10			【{0}】{1}一路向东，偶见宝光四射，因修为未达天仙，无法探索！	1	131														
3	4	12	10			【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于8万]	1			80000												
3	4	13	10			【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于10万]	1			100000												
3	4	14	10			【{0}】{1}一路向东，发现一名仙人遗骸，突发善心，将其安葬，幸运不足，无法获取！[龙气小于100]	1															100
3	4	15	10			【{0}】{1}一路向东，偶见海妖暴虐，忍不住出手教训，却被海妖逃之夭夭！[速度小于50000]	1								50000							
