Level_XBXXZ	Name_XBXXZ	Yield_XBXXZ	Iron_XBXXZ	Wood_XBXXZ	Pill_XBXXZ	Limit_XBXXZ	Time_XBXXZ
883	883级聚灵阵	65884	26090064	23718240	35577360	23718240	52980
884	884级聚灵阵	66064	26161344	23783040	35674560	23783040	53040
885	885级聚灵阵	66244	26232624	23847840	35771760	23847840	53100
886	886级聚灵阵	66424	26303904	23912640	35868960	23912640	53160
887	887级聚灵阵	66604	26375184	23977440	35966160	23977440	53220
888	888级聚灵阵	66784	26446464	24042240	36063360	24042240	53280
889	889级聚灵阵	66964	26517744	24107040	36160560	24107040	53340
890	890级聚灵阵	67144	26589024	24171840	36257760	24171840	53400
891	891级聚灵阵	67324	26660304	24236640	36354960	24236640	53460
892	892级聚灵阵	67504	26731584	24301440	36452160	24301440	53520
893	893级聚灵阵	67684	26802864	24366240	36549360	24366240	53580
894	894级聚灵阵	67864	26874144	24431040	36646560	24431040	53640
895	895级聚灵阵	68044	26945424	24495840	36743760	24495840	53700
896	896级聚灵阵	68224	27016704	24560640	36840960	24560640	53760
897	897级聚灵阵	68404	27087984	24625440	36938160	24625440	53820
898	898级聚灵阵	68584	27159264	24690240	37035360	24690240	53880
899	899级聚灵阵	68764	27230544	24755040	37132560	24755040	53940
900	900级聚灵阵	68944	27301824	24819840	37229760	24819840	54000
901	901级聚灵阵	69144	29870208	27381024	39826944	24891840	54060
902	902级聚灵阵	69344	29956608	27460224	39942144	24963840	54120
903	903级聚灵阵	69544	30043008	27539424	40057344	25035840	54180
904	904级聚灵阵	69744	30129408	27618624	40172544	25107840	54240
905	905级聚灵阵	69944	30215808	27697824	40287744	25179840	54300
906	906级聚灵阵	70144	30302208	27777024	40402944	25251840	54360
907	907级聚灵阵	70344	30388608	27856224	40518144	25323840	54420
908	908级聚灵阵	70544	30475008	27935424	40633344	25395840	54480
909	909级聚灵阵	70744	30561408	28014624	40748544	25467840	54540
910	910级聚灵阵	70944	30647808	28093824	40863744	25539840	54600
911	911级聚灵阵	71144	30734208	28173024	40978944	25611840	54660
912	912级聚灵阵	71344	30820608	28252224	41094144	25683840	54720
913	913级聚灵阵	71544	30907008	28331424	41209344	25755840	54780
914	914级聚灵阵	71744	30993408	28410624	41324544	25827840	54840
915	915级聚灵阵	71944	31079808	28489824	41439744	25899840	54900
916	916级聚灵阵	72144	31166208	28569024	41554944	25971840	54960
917	917级聚灵阵	72344	31252608	28648224	41670144	26043840	55020
918	918级聚灵阵	72544	31339008	28727424	41785344	26115840	55080
919	919级聚灵阵	72744	31425408	28806624	41900544	26187840	55140
920	920级聚灵阵	72944	31511808	28885824	42015744	26259840	55200
921	921级聚灵阵	73144	31598208	28965024	42130944	26331840	55260
922	922级聚灵阵	73344	31684608	29044224	42246144	26403840	55320
923	923级聚灵阵	73544	31771008	29123424	42361344	26475840	55380
924	924级聚灵阵	73744	31857408	29202624	42476544	26547840	55440
925	925级聚灵阵	73944	31943808	29281824	42591744	26619840	55500
926	926级聚灵阵	74144	32030208	29361024	42706944	26691840	55560
927	927级聚灵阵	74344	32116608	29440224	42822144	26763840	55620
928	928级聚灵阵	74544	32203008	29519424	42937344	26835840	55680
929	929级聚灵阵	74744	32289408	29598624	43052544	26907840	55740
930	930级聚灵阵	74944	32375808	29677824	43167744	26979840	55800
931	931级聚灵阵	75144	32462208	29757024	43282944	27051840	55860
932	932级聚灵阵	75344	32548608	29836224	43398144	27123840	55920
933	933级聚灵阵	75544	32635008	29915424	43513344	27195840	55980
934	934级聚灵阵	75744	32721408	29994624	43628544	27267840	56040
935	935级聚灵阵	75944	32807808	30073824	43743744	27339840	56100
936	936级聚灵阵	76144	32894208	30153024	43858944	27411840	56160
937	937级聚灵阵	76344	32980608	30232224	43974144	27483840	56220
938	938级聚灵阵	76544	33067008	30311424	44089344	27555840	56280
939	939级聚灵阵	76744	33153408	30390624	44204544	27627840	56340
940	940级聚灵阵	76944	33239808	30469824	44319744	27699840	56400
941	941级聚灵阵	77144	33326208	30549024	44434944	27771840	56460
942	942级聚灵阵	77344	33412608	30628224	44550144	27843840	56520
943	943级聚灵阵	77544	33499008	30707424	44665344	27915840	56580
944	944级聚灵阵	77744	33585408	30786624	44780544	27987840	56640
945	945级聚灵阵	77944	33671808	30865824	44895744	28059840	56700
946	946级聚灵阵	78144	33758208	30945024	45010944	28131840	56760
947	947级聚灵阵	78344	33844608	31024224	45126144	28203840	56820
948	948级聚灵阵	78544	33931008	31103424	45241344	28275840	56880
949	949级聚灵阵	78744	34017408	31182624	45356544	28347840	56940
950	950级聚灵阵	78944	34103808	31261824	45471744	28419840	57000
951	951级聚灵阵	79164	37048752	34198848	48448368	28499040	57060
952	952级聚灵阵	79384	37151712	34293888	48583008	28578240	57120
953	953级聚灵阵	79604	37254672	34388928	48717648	28657440	57180
954	954级聚灵阵	79824	37357632	34483968	48852288	28736640	57240
955	955级聚灵阵	80044	37460592	34579008	48986928	28815840	57300
956	956级聚灵阵	80264	37563552	34674048	49121568	28895040	57360
957	957级聚灵阵	80484	37666512	34769088	49256208	28974240	57420
958	958级聚灵阵	80704	37769472	34864128	49390848	29053440	57480
959	959级聚灵阵	80924	37872432	34959168	49525488	29132640	57540
960	960级聚灵阵	81144	37975392	35054208	49660128	29211840	57600
961	961级聚灵阵	81364	38078352	35149248	49794768	29291040	57660
962	962级聚灵阵	81584	38181312	35244288	49929408	29370240	57720
963	963级聚灵阵	81804	38284272	35339328	50064048	29449440	57780
964	964级聚灵阵	82024	38387232	35434368	50198688	29528640	57840
965	965级聚灵阵	82244	38490192	35529408	50333328	29607840	57900
966	966级聚灵阵	82464	38593152	35624448	50467968	29687040	57960
967	967级聚灵阵	82684	38696112	35719488	50602608	29766240	58020
968	968级聚灵阵	82904	38799072	35814528	50737248	29845440	58080
969	969级聚灵阵	83124	38902032	35909568	50871888	29924640	58140
970	970级聚灵阵	83344	39004992	36004608	51006528	30003840	58200
971	971级聚灵阵	83564	39107952	36099648	51141168	30083040	58260
972	972级聚灵阵	83784	39210912	36194688	51275808	30162240	58320
973	973级聚灵阵	84004	39313872	36289728	51410448	30241440	58380
974	974级聚灵阵	84224	39416832	36384768	51545088	30320640	58440
975	975级聚灵阵	84444	39519792	36479808	51679728	30399840	58500
976	976级聚灵阵	84664	39622752	36574848	51814368	30479040	58560
977	977级聚灵阵	84884	39725712	36669888	51949008	30558240	58620
978	978级聚灵阵	85104	39828672	36764928	52083648	30637440	58680
979	979级聚灵阵	85324	39931632	36859968	52218288	30716640	58740
980	980级聚灵阵	85544	40034592	36955008	52352928	30795840	58800
981	981级聚灵阵	85764	40137552	37050048	52487568	30875040	58860
982	982级聚灵阵	85984	40240512	37145088	52622208	30954240	58920
983	983级聚灵阵	86204	40343472	37240128	52756848	31033440	58980
984	984级聚灵阵	86424	40446432	37335168	52891488	31112640	59040
985	985级聚灵阵	86644	40549392	37430208	53026128	31191840	59100
986	986级聚灵阵	86864	40652352	37525248	53160768	31271040	59160
987	987级聚灵阵	87084	40755312	37620288	53295408	31350240	59220
988	988级聚灵阵	87304	40858272	37715328	53430048	31429440	59280
989	989级聚灵阵	87524	40961232	37810368	53564688	31508640	59340
990	990级聚灵阵	87744	41064192	37905408	53699328	31587840	59400
991	991级聚灵阵	87964	41167152	38000448	53833968	31667040	59460
992	992级聚灵阵	88184	41270112	38095488	53968608	31746240	59520
993	993级聚灵阵	88404	41373072	38190528	54103248	31825440	59580
994	994级聚灵阵	88624	41476032	38285568	54237888	31904640	59640
995	995级聚灵阵	88844	41578992	38380608	54372528	31983840	59700
996	996级聚灵阵	89064	41681952	38475648	54507168	32063040	59760
997	997级聚灵阵	89284	41784912	38570688	54641808	32142240	59820
998	998级聚灵阵	89504	41887872	38665728	54776448	32221440	59880
999	999级聚灵阵	89724	41990832	38760768	54911088	32300640	59940
1000	1000级聚灵阵	89944	42093792	38855808	55045728	32379840	60000
