index_XBXXZ	type_XBXXZ	name_XBXXZ	needreputation_XBXXZ	needlevel_XBXXZ	clientlevel_XBXXZ	chongz_XBXXZ	shownum_XBXXZ	sell_XBXXZ
59	1	极乐界坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
60	1	黑暗魔界坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
61	1	毁灭魔界坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
62	1	小魔界坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
63	1	魔佛界坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
64	1	异度魔界坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
65	1	血魔界坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
66	1	天魔界坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
67	1	魔神界坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
68	2	梵度天奇珍会	0	51	0	0	18	5001,100;5002,100;5004,100;5005,100;5006,100;5007,100;5008,100;5009,100;271,100;2741,1;287,2;
69	2	玉隆天奇珍会	0	51	0	0	18	5001,100;5002,100;5004,100;5005,100;5006,100;5007,100;5008,100;5009,100;271,100;2742,1;
70	2	妙成天奇珍会	0	51	0	0	18	5001,100;5002,100;5004,100;5005,100;5006,100;5007,100;5008,100;5009,100;271,100;2743,1;
71	2	无思天奇珍会	0	51	0	0	18	5001,100;5002,100;5004,100;5005,100;5006,100;5007,100;5008,100;5009,100;271,100;2744,1;
72	2	元载天奇珍会	0	51	0	0	18	5001,100;5002,100;5004,100;5005,100;5006,100;5007,100;5008,100;5009,100;271,100;2745,1;
73	2	灵明天奇珍会	0	51	0	0	18	5001,100;5002,100;5004,100;5005,100;5006,100;5007,100;5008,100;5009,100;271,100;2746,1;
74	2	赤明天奇珍会	0	51	0	0	18	5001,100;5002,100;5004,100;5005,100;5006,100;5007,100;5008,100;5009,100;271,100;2747,1;
75	2	太安天奇珍会	0	51	0	0	18	5001,100;5002,100;5004,100;5005,100;5006,100;5007,100;5008,100;5009,100;271,100;2748,1;
76	2	荣华天奇珍会	0	51	0	0	18	5001,100;5002,100;5004,100;5005,100;5006,100;5007,100;5008,100;5009,100;271,100;2749,1;
77	2	玄明天奇珍会	0	51	0	0	18	5001,100;5002,100;5004,100;5005,100;5006,100;5007,100;5008,100;5009,100;271,100;2750,1;
78	2	玄胎天奇珍会	0	51	0	0	18	5001,100;5002,100;5004,100;5005,100;5006,100;5007,100;5008,100;5009,100;271,100;2751,1;
79	2	太明天奇珍会	0	51	0	0	18	5001,100;5002,100;5004,100;5005,100;5006,100;5007,100;5008,100;5009,100;271,100;2752,1;
80	2	太黄天奇珍会	0	51	0	0	18	5001,100;5002,100;5004,100;5005,100;5006,100;5007,100;5008,100;5009,100;271,100;2753,1;
81	2	大罗天奇珍会	0	51	0	0	18	5010,100;5011,100;5013,100;5014,100;5015,100;5016,100;5017,100;5018,100;271,100;2754,1;
82	2	始皇天奇珍会	0	51	0	0	18	5010,100;5011,100;5013,100;5014,100;5015,100;5016,100;5017,100;5018,100;271,100;2755,1;
83	2	极风天奇珍会	0	51	0	0	18	5010,100;5011,100;5013,100;5014,100;5015,100;5016,100;5017,100;5018,100;271,100;2756,1;
84	2	光明天奇珍会	0	51	0	0	18	5010,100;5011,100;5013,100;5014,100;5015,100;5016,100;5017,100;5018,100;271,100;2757,1;
85	2	虚无天奇珍会	0	51	0	0	18	5010,100;5011,100;5013,100;5014,100;5015,100;5016,100;5017,100;5018,100;271,100;2758,1;
86	2	七曜天奇珍会	0	51	0	0	18	5010,100;5011,100;5013,100;5014,100;5015,100;5016,100;5017,100;5018,100;271,100;2759,1;
87	2	皇笳天奇珍会	0	51	0	0	18	5019,100;5020,100;5022,100;5023,100;5024,100;5025,100;5026,100;5027,100;271,100;2760,1;
88	2	太皇天奇珍会	0	51	0	0	18	5019,100;5020,100;5022,100;5023,100;5024,100;5025,100;5026,100;5027,100;271,100;2761,1;
89	2	太极天奇珍会	0	51	0	0	18	5019,100;5020,100;5022,100;5023,100;5024,100;5025,100;5026,100;5027,100;271,100;2762,1;
90	2	玄武天奇珍会	0	51	0	0	18	5019,100;5020,100;5022,100;5023,100;5024,100;5025,100;5026,100;5027,100;271,100;2763,1;
91	2	朱雀天奇珍会	0	51	0	0	18	5028,100;5029,100;5031,100;5032,100;5033,100;5034,100;5035,100;5036,100;271,100;2764,1;
92	2	白虎天奇珍会	0	51	0	0	18	5028,100;5029,100;5031,100;5032,100;5033,100;5034,100;5035,100;5036,100;271,100;2765,1;
93	2	青龙天奇珍会	0	51	0	0	18	5028,100;5029,100;5031,100;5032,100;5033,100;5034,100;5035,100;5036,100;271,100;2766,1;
94	2	大焚天奇珍会	0	51	0	0	18	5037,100;5038,100;5040,100;5041,100;5042,100;5043,100;5044,100;5045,100;271,100;2767,1;823,10;
95	2	东极天奇珍会	0	51	0	0	18	5064,100;5065,100;5067,100;5068,100;5069,100;5070,100;5071,100;5072,100;271,100;2768,1;
96	2	西极天奇珍会	0	51	0	0	18	5064,100;5065,100;5067,100;5068,100;5069,100;5070,100;5071,100;5072,100;271,100;2769,1;
97	2	南极天奇珍会	0	51	0	0	18	5064,100;5065,100;5067,100;5068,100;5069,100;5070,100;5071,100;5072,100;271,100;2770,1;
98	2	北极天奇珍会	0	51	0	0	18	5064,100;5065,100;5067,100;5068,100;5069,100;5070,100;5071,100;5072,100;271,100;2771,1;
99	2	皇地祇奇珍会	0	51	0	0	18	5064,100;5065,100;5067,100;5068,100;5069,100;5070,100;5071,100;5072,100;271,100;2772,1;
100	2	玉皇天奇珍会	0	51	0	0	18	5073,100;5074,100;5076,100;5077,100;5078,100;5079,100;5080,100;5081,100;271,100;2773,1;
101	2	枉死地狱奇珍会	0	51	0	0	18	5019,100;5020,100;5022,100;5023,100;5024,100;5025,100;5026,100;5027,100;271,100;2774,1;510,12;511,12;512,12;513,12;514,12;515,12;516,12;517,12;518,12;
102	2	火山地狱奇珍会	0	51	0	0	18	5019,100;5020,100;5022,100;5023,100;5024,100;5025,100;5026,100;5027,100;271,100;2775,1;
103	2	白骨地狱奇珍会	0	51	0	0	18	5019,100;5020,100;5022,100;5023,100;5024,100;5025,100;5026,100;5027,100;271,100;2776,1;
104	2	乱魂地狱奇珍会	0	51	0	0	18	5019,100;5020,100;5022,100;5023,100;5024,100;5025,100;5026,100;5027,100;271,100;2777,1;
105	2	黑绳地狱奇珍会	0	51	0	0	18	5028,100;5029,100;5031,100;5032,100;5033,100;5034,100;5035,100;5036,100;271,100;2778,1;
106	2	寂静地狱奇珍会	0	51	0	0	18	5028,100;5029,100;5031,100;5032,100;5033,100;5034,100;5035,100;5036,100;271,100;2779,1;
107	2	血莲地狱奇珍会	0	51	0	0	18	5028,100;5029,100;5031,100;5032,100;5033,100;5034,100;5035,100;5036,100;271,100;2780,1;
108	2	血池地狱奇珍会	0	51	0	0	18	5028,100;5029,100;5031,100;5032,100;5033,100;5034,100;5035,100;5036,100;271,100;2781,1;
109	2	哀嚎地狱奇珍会	0	51	0	0	18	5028,100;5029,100;5031,100;5032,100;5033,100;5034,100;5035,100;5036,100;271,100;2782,1;
110	2	阴灵地狱奇珍会	0	51	0	0	18	5028,100;5029,100;5031,100;5032,100;5033,100;5034,100;5035,100;5036,100;271,100;2783,1;
111	2	怨魂地狱奇珍会	0	51	0	0	18	5028,100;5029,100;5031,100;5032,100;5033,100;5034,100;5035,100;5036,100;271,100;2784,1;
112	2	冥冬地狱奇珍会	0	51	0	0	18	5037,100;5038,100;5040,100;5041,100;5042,100;5043,100;5044,100;5045,100;271,100;2785,1;
113	2	永夜地狱奇珍会	0	51	0	0	18	5037,100;5038,100;5040,100;5041,100;5042,100;5043,100;5044,100;5045,100;271,100;2786,1;
114	2	寒冰地狱奇珍会	0	51	0	0	18	5046,100;5047,100;5049,100;5050,100;5051,100;5052,100;5053,100;5054,100;271,100;2787,1;
115	2	阿鼻地狱奇珍会	0	51	0	0	18	5055,100;5056,100;5058,100;5059,100;5060,100;5061,100;5062,100;5063,100;271,100;2788,1;
116	2	阴阳地狱奇珍会	0	51	0	0	18	5055,100;5056,100;5058,100;5059,100;5060,100;5061,100;5062,100;5063,100;271,100;2789,1;
117	2	红莲地狱奇珍会	0	51	0	0	18	5064,100;5065,100;5067,100;5068,100;5069,100;5070,100;5071,100;5072,100;271,100;2790,1;
118	2	青莲地狱奇珍会	0	51	0	0	18	5064,100;5065,100;5067,100;5068,100;5069,100;5070,100;5071,100;5072,100;271,100;2791,1;
119	2	无间炼狱奇珍会	0	51	0	0	18	5073,100;5074,100;5076,100;5077,100;5078,100;5079,100;5080,100;5081,100;271,100;2792,1;
120	2	剧毒魔界奇珍会	0	51	0	0	18	5028,100;5029,100;5031,100;5032,100;5033,100;5034,100;5035,100;5036,100;271,100;2793,1;
121	2	火焰魔界奇珍会	0	51	0	0	18	5037,100;5038,100;5040,100;5041,100;5042,100;5043,100;5044,100;5045,100;271,100;2794,1;
122	2	诅咒魔界奇珍会	0	51	0	0	18	5037,100;5038,100;5040,100;5041,100;5042,100;5043,100;5044,100;5045,100;271,100;2795,1;
123	2	恐惧魔界奇珍会	0	51	0	0	18	5037,100;5038,100;5040,100;5041,100;5042,100;5043,100;5044,100;5045,100;271,100;2796,1;
124	2	深渊魔界奇珍会	0	51	0	0	18	5046,100;5047,100;5049,100;5050,100;5051,100;5052,100;5053,100;5054,100;271,100;2797,1;
125	2	欲界奇珍会	0	51	0	0	18	5055,100;5056,100;5058,100;5059,100;5060,100;5061,100;5062,100;5063,100;271,100;2798,1;
126	2	极乐界奇珍会	0	51	0	0	18	5055,100;5056,100;5058,100;5059,100;5060,100;5061,100;5062,100;5063,100;271,100;2799,1;
127	2	黑暗魔界奇珍会	0	51	0	0	18	5055,100;5056,100;5058,100;5059,100;5060,100;5061,100;5062,100;5063,100;271,100;2800,1;
128	2	毁灭魔界奇珍会	0	51	0	0	18	5055,100;5056,100;5058,100;5059,100;5060,100;5061,100;5062,100;5063,100;271,100;2801,1;
129	2	小魔界奇珍会	0	51	0	0	18	5064,100;5065,100;5067,100;5068,100;5069,100;5070,100;5071,100;5072,100;271,100;2802,1;
130	2	魔佛界奇珍会	0	51	0	0	18	5064,100;5065,100;5067,100;5068,100;5069,100;5070,100;5071,100;5072,100;271,100;2803,1;
131	2	异度魔界奇珍会	0	51	0	0	18	5064,100;5065,100;5067,100;5068,100;5069,100;5070,100;5071,100;5072,100;271,100;2804,1;
132	2	血魔界奇珍会	0	51	0	0	18	5064,100;5065,100;5067,100;5068,100;5069,100;5070,100;5071,100;5072,100;271,100;2805,1;
133	2	天魔界奇珍会	0	51	0	0	18	5064,100;5065,100;5067,100;5068,100;5069,100;5070,100;5071,100;5072,100;271,100;2806,1;
134	2	魔神界奇珍会	0	51	0	0	18	5073,100;5074,100;5076,100;5077,100;5078,100;5079,100;5080,100;5081,100;271,100;2807,1;
135	3	梵度天功德司	0	51	0	0	18	382,1;383,1;384,1;385,1;386,1;387,1;388,1;389,1;390,1;5001,5;5002,5;5003,5;5004,5;5005,5;5006,5;5007,5;5008,5;5009,5;10,5;11,5;12,5;13,5;14,5;15,5;2741,1;287,1;2884,1;2885,1;337,1;338,1;339,1;340,1;341,1;342,1;343,1;344,1;345,1;346,1;347,1;348,1;349,1;350,1;351,1;352,1;353,1;354,1;358,1;359,1;360,1;361,1;362,1;363,1;
136	3	玉隆天功德司	0	51	0	0	18	382,1;383,1;384,1;385,1;386,1;387,1;388,1;389,1;390,1;5001,5;5002,5;5003,5;5004,5;5005,5;5006,5;5007,5;5008,5;5009,5;10,5;11,5;12,5;13,5;14,5;15,5;2742,1;287,1;646,1;647,1;648,1;
137	3	妙成天功德司	0	51	0	0	18	382,1;383,1;384,1;385,1;386,1;387,1;388,1;389,1;390,1;5001,5;5002,5;5003,5;5004,5;5005,5;5006,5;5007,5;5008,5;5009,5;10,5;11,5;12,5;13,5;14,5;15,5;2743,1;287,1;3085,1;
138	3	无思天功德司	0	51	0	0	18	382,1;383,1;384,1;385,1;386,1;387,1;388,1;389,1;390,1;5001,5;5002,5;5003,5;5004,5;5005,5;5006,5;5007,5;5008,5;5009,5;10,5;11,5;12,5;13,5;14,5;15,5;2744,1;287,1;
139	3	元载天功德司	0	51	0	0	18	382,1;383,1;384,1;385,1;386,1;387,1;388,1;389,1;390,1;5001,5;5002,5;5003,5;5004,5;5005,5;5006,5;5007,5;5008,5;5009,5;10,5;11,5;12,5;13,5;14,5;15,5;2745,1;287,1;
140	3	灵明天功德司	0	51	0	0	18	382,1;383,1;384,1;385,1;386,1;387,1;388,1;389,1;390,1;5001,5;5002,5;5003,5;5004,5;5005,5;5006,5;5007,5;5008,5;5009,5;10,5;11,5;12,5;13,5;14,5;15,5;2746,1;287,1;
141	3	赤明天功德司	0	51	0	0	18	382,1;383,1;384,1;385,1;386,1;387,1;388,1;389,1;390,1;5001,5;5002,5;5003,5;5004,5;5005,5;5006,5;5007,5;5008,5;5009,5;10,5;11,5;12,5;13,5;14,5;15,5;2747,1;287,1;
142	3	太安天功德司	0	51	0	0	18	382,1;383,1;384,1;385,1;386,1;387,1;388,1;389,1;390,1;5001,5;5002,5;5003,5;5004,5;5005,5;5006,5;5007,5;5008,5;5009,5;10,5;11,5;12,5;13,5;14,5;15,5;2748,1;287,1;
143	3	荣华天功德司	0	51	0	0	18	382,1;383,1;384,1;385,1;386,1;387,1;388,1;389,1;390,1;5001,5;5002,5;5003,5;5004,5;5005,5;5006,5;5007,5;5008,5;5009,5;10,5;11,5;12,5;13,5;14,5;15,5;2749,1;287,1;
144	3	玄明天功德司	0	51	0	0	18	382,1;383,1;384,1;385,1;386,1;387,1;388,1;389,1;390,1;5001,5;5002,5;5003,5;5004,5;5005,5;5006,5;5007,5;5008,5;5009,5;10,5;11,5;12,5;13,5;14,5;15,5;2750,1;287,1;
145	3	玄胎天功德司	0	51	0	0	18	382,1;383,1;384,1;385,1;386,1;387,1;388,1;389,1;390,1;5001,5;5002,5;5003,5;5004,5;5005,5;5006,5;5007,5;5008,5;5009,5;10,5;11,5;12,5;13,5;14,5;15,5;2751,1;287,1;
146	3	太明天功德司	0	51	0	0	18	382,1;383,1;384,1;385,1;386,1;387,1;388,1;389,1;390,1;5001,5;5002,5;5003,5;5004,5;5005,5;5006,5;5007,5;5008,5;5009,5;10,5;11,5;12,5;13,5;14,5;15,5;2752,1;287,1;
147	3	太黄天功德司	0	51	0	0	18	382,1;383,1;384,1;385,1;386,1;387,1;388,1;389,1;390,1;5001,5;5002,5;5003,5;5004,5;5005,5;5006,5;5007,5;5008,5;5009,5;10,5;11,5;12,5;13,5;14,5;15,5;2753,1;287,1;
148	3	大罗天功德司	0	51	0	0	18	391,1;392,1;393,1;394,1;395,1;396,1;397,1;398,1;399,1;5010,5;5011,5;5012,5;5013,5;5014,5;5015,5;5016,5;5017,5;5018,5;10,5;11,5;12,5;13,5;14,5;15,5;2754,1;287,1;667,1;668,1;669,1;
149	3	始皇天功德司	0	51	0	0	18	391,1;392,1;393,1;394,1;395,1;396,1;397,1;398,1;399,1;5010,5;5011,5;5012,5;5013,5;5014,5;5015,5;5016,5;5017,5;5018,5;10,5;11,5;12,5;13,5;14,5;15,5;2755,1;287,1;
150	3	极风天功德司	0	51	0	0	18	391,1;392,1;393,1;394,1;395,1;396,1;397,1;398,1;399,1;5010,5;5011,5;5012,5;5013,5;5014,5;5015,5;5016,5;5017,5;5018,5;10,5;11,5;12,5;13,5;14,5;15,5;2756,1;287,1;
151	3	光明天功德司	0	51	0	0	18	391,1;392,1;393,1;394,1;395,1;396,1;397,1;398,1;399,1;5010,5;5011,5;5012,5;5013,5;5014,5;5015,5;5016,5;5017,5;5018,5;10,5;11,5;12,5;13,5;14,5;15,5;2757,1;287,1;
152	3	虚无天功德司	0	51	0	0	18	391,1;392,1;393,1;394,1;395,1;396,1;397,1;398,1;399,1;5010,5;5011,5;5012,5;5013,5;5014,5;5015,5;5016,5;5017,5;5018,5;10,5;11,5;12,5;13,5;14,5;15,5;2758,1;287,1;
153	3	七曜天功德司	0	51	0	0	18	391,1;392,1;393,1;394,1;395,1;396,1;397,1;398,1;399,1;5010,5;5011,5;5012,5;5013,5;5014,5;5015,5;5016,5;5017,5;5018,5;10,5;11,5;12,5;13,5;14,5;15,5;2759,1;287,1;
154	3	皇笳天功德司	0	51	0	0	18	400,1;401,1;402,1;403,1;404,1;405,1;406,1;407,1;408,1;5019,5;5020,5;5021,5;5022,5;5023,5;5024,5;5025,5;5026,5;5027,5;10,5;11,5;12,5;13,5;14,5;15,5;2760,1;287,1;
155	3	太皇天功德司	0	51	0	0	18	400,1;401,1;402,1;403,1;404,1;405,1;406,1;407,1;408,1;5019,5;5020,5;5021,5;5022,5;5023,5;5024,5;5025,5;5026,5;5027,5;10,5;11,5;12,5;13,5;14,5;15,5;2761,1;287,1;
156	3	太极天功德司	0	51	0	0	18	400,1;401,1;402,1;403,1;404,1;405,1;406,1;407,1;408,1;5019,5;5020,5;5021,5;5022,5;5023,5;5024,5;5025,5;5026,5;5027,5;10,5;11,5;12,5;13,5;14,5;15,5;2762,1;287,1;
157	3	玄武天功德司	0	51	0	0	18	409,1;410,1;411,1;412,1;413,1;414,1;415,1;416,1;417,1;5028,5;5029,5;5030,5;5031,5;5032,5;5033,5;5034,5;5035,5;5036,5;10,5;11,5;12,5;13,5;14,5;15,5;2763,1;287,1;
158	3	朱雀天功德司	0	51	0	0	18	409,1;410,1;411,1;412,1;413,1;414,1;415,1;416,1;417,1;5028,5;5029,5;5030,5;5031,5;5032,5;5033,5;5034,5;5035,5;5036,5;10,5;11,5;12,5;13,5;14,5;15,5;2764,1;287,1;
159	3	白虎天功德司	0	51	0	0	18	409,1;410,1;411,1;412,1;413,1;414,1;415,1;416,1;417,1;5028,5;5029,5;5030,5;5031,5;5032,5;5033,5;5034,5;5035,5;5036,5;10,5;11,5;12,5;13,5;14,5;15,5;2765,1;287,1;
160	3	青龙天功德司	0	51	0	0	18	409,1;410,1;411,1;412,1;413,1;414,1;415,1;416,1;417,1;5028,5;5029,5;5030,5;5031,5;5032,5;5033,5;5034,5;5035,5;5036,5;10,5;11,5;12,5;13,5;14,5;15,5;2766,1;287,1;
161	3	大焚天功德司	0	51	0	0	18	418,1;419,1;420,1;421,1;422,1;423,1;424,1;425,1;426,1;5037,5;5038,5;5039,5;5040,5;5041,5;5042,5;5043,5;5044,5;5045,5;10,5;11,5;12,5;13,5;14,5;15,5;2767,1;287,1;
162	3	东极天功德司	0	51	0	0	18	445,1;446,1;447,1;448,1;449,1;450,1;451,1;452,1;453,1;5064,5;5065,5;5066,5;5067,5;5068,5;5069,5;5070,5;5071,5;5072,5;10,5;11,5;12,5;13,5;14,5;15,5;2768,1;287,1;
163	3	西极天功德司	0	51	0	0	18	445,1;446,1;447,1;448,1;449,1;450,1;451,1;452,1;453,1;5064,5;5065,5;5066,5;5067,5;5068,5;5069,5;5070,5;5071,5;5072,5;10,5;11,5;12,5;13,5;14,5;15,5;2769,1;287,1;
164	3	南极天功德司	0	51	0	0	18	445,1;446,1;447,1;448,1;449,1;450,1;451,1;452,1;453,1;5064,5;5065,5;5066,5;5067,5;5068,5;5069,5;5070,5;5071,5;5072,5;10,5;11,5;12,5;13,5;14,5;15,5;2770,1;287,1;
165	3	北极天功德司	0	51	0	0	18	445,1;446,1;447,1;448,1;449,1;450,1;451,1;452,1;453,1;5064,5;5065,5;5066,5;5067,5;5068,5;5069,5;5070,5;5071,5;5072,5;10,5;11,5;12,5;13,5;14,5;15,5;2771,1;287,1;
166	3	皇地祇功德司	0	51	0	0	18	445,1;446,1;447,1;448,1;449,1;450,1;451,1;452,1;453,1;5064,5;5065,5;5066,5;5067,5;5068,5;5069,5;5070,5;5071,5;5072,5;10,5;11,5;12,5;13,5;14,5;15,5;2772,1;287,1;
