level_XBXXZ	neednum_XBXXZ	exp_XBXXZ	itemid_XBXXZ	text_XBXXZ
301	2	70000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
302	2	70200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
303	2	70400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
304	2	70600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
305	2	70800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
306	2	71000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
307	2	71200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
308	2	71400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
309	2	71600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
310	2	71800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
311	2	72000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
312	2	72200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
313	2	72400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
314	2	72600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
315	2	72800000	2981	茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，大有收获！修为增加了：{2}，同时领悟了一套新的修炼秘诀：《{3}》
316	2	73000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
317	2	73200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
318	2	73400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
319	2	73600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
320	2	73800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
321	2	74000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
322	2	74200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
323	2	74400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
324	2	74600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
325	2	74800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
326	2	75000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
327	2	75200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
328	2	75400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
329	2	75600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
330	2	75800000	2982	茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，大有收获！修为增加了：{2}，同时领悟了一套新的修炼秘诀：《{3}》
331	2	76000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
332	2	76200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
333	2	76400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
334	2	76600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
335	2	76800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
336	2	77000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
337	2	77200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
338	2	77400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
339	2	77600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
340	2	77800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
341	2	78000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
342	2	78200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
343	2	78400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
344	2	78600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
345	2	78800000	2983	茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，大有收获！修为增加了：{2}，同时领悟了一套新的修炼秘诀：《{3}》
346	2	79000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
347	2	79200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
348	2	79400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
349	2	79600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
350	2	79800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
351	2	80000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
352	2	80200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
353	2	80400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
354	2	80600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
355	2	80800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
356	2	81000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
357	2	81200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
358	2	81400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
359	2	81600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
360	2	81800000	2984	茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，大有收获！修为增加了：{2}，同时领悟了一套新的修炼秘诀：《{3}》
361	3	82000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
362	3	82200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
363	3	82400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
364	3	82600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
365	3	82800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
366	3	83000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
367	3	83200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
368	3	83400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
369	3	83600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
370	3	83800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
371	3	84000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
372	3	84200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
373	3	84400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
374	3	84600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
375	3	84800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
376	3	85000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
377	3	85200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
378	3	85400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
379	3	85600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
380	3	85800000	2985	茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，大有收获！修为增加了：{2}，同时领悟了一套新的修炼秘诀：《{3}》
381	3	86000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
382	3	86200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
383	3	86400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
384	3	86600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
385	3	86800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
386	3	87000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
387	3	87200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
388	3	87400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
389	3	87600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
390	3	87800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
391	3	88000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
392	3	88200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
393	3	88400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
394	3	88600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
395	3	88800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
396	3	89000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
397	3	89200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
398	3	89400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
399	3	89600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
400	3	89800000	2986	茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，大有收获！修为增加了：{2}，同时领悟了一套新的修炼秘诀：《{3}》
401	3	90000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
402	3	90200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
403	3	90400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
404	3	90600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
405	3	90800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
406	3	91000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
407	3	91200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
408	3	91400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
409	3	91600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
410	3	91800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
411	3	92000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
412	3	92200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
413	3	92400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
414	3	92600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
415	3	92800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
416	3	93000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
417	3	93200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
418	3	93400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
419	3	93600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
420	3	93800000	2987	茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，大有收获！修为增加了：{2}，同时领悟了一套新的修炼秘诀：《{3}》
421	3	94000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
422	3	94200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
423	3	94400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
424	3	94600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
425	3	94800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
426	3	95000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
427	3	95200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
428	3	95400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
429	3	95600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
430	3	95800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
431	3	96000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
432	3	96200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
433	3	96400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
434	3	96600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
435	3	96800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
436	3	97000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
437	3	97200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
438	3	97400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
439	3	97600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
440	3	97800000	2988	茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，大有收获！修为增加了：{2}，同时领悟了一套新的修炼秘诀：《{3}》
441	3	98000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
442	3	98200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
443	3	98400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
444	3	98600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
445	3	98800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
446	3	99000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
447	3	99200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
448	3	99400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
449	3	99600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
450	3	99800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
451	3	100000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
452	3	100200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
